txtid	date	year	settlement	county	from	to	soc.stat	hit
								 Ezt is hallotta,  || hogy Aztalos Lőrincné  [[mongya  volt ]] Katónak szembe:  || „Te, oly ember vagy,  || az én leányomnak azt montad,  ||hogy || ha egy új fazakat leütnél az földre,  ||{%utána} {%az} {%félj} {\!Mind két}szeme kiapanna.” || 
								 Azután egyszer az tanácsháztúl indulnak elj,  || Ágoston elöl  [[megen  volt,  ||]]  mond Katónak:  || „Csak kár,  || hogy te velem perlesz,  || mert te cigán vagy,  || nyilvánvaló boszorkány vagy,  || 
								 Hogy az Kezeep uccán alá  [[megyen  volt,  ||]]  fájni kezd az lába úgyannyira,  || hogy le kell ülni Seres Márton háza előtt.  || 
								 Akkor Fekethe Kató az piacon  [[árul  volt ]] itt fenn.  || 
								 Katalin, Kaiantay Mártonné hiti után ezt vallja,  || hogy egcer  [[viszen  volt ]] Aztalos Lőrincné egy tyúkot  || és mindennek {mutattya volt,  ||} ő is {megyen volt }Aztalos Lőrincnével.  || 
								 De ez valló nem tuggya,  || kit  [[nevez  volt ]] főképpen,  || ha az leányát, vagy ő magát Fekethe Katót.  || 
								 Ebből is gyanakodott hozzája,  || hogy ő mikor egy csötörtök nap itt fenn  [[árul  volt,  ||]]  ő Katót nem kérte hozzája,  || azomba hazamegyen ez valló,  || gyermekét nem talállya hon.  || 
								 egyebektűl elég zokszót hallott felőle.  || Ő is azoknak szavokhoz képest gyanakodott hozzája{\!k},  || mikor germeke megbetegült volt,  || mert azt  [[mongyák  volt,  ||]]  hogy megvesztették volna.  || 
								 Azt is vallja,  || hogy eccer retkét  [[kér  volt ]] egy pénzen őtőlle,  || 
								 Márta, Zekel Andrásné azt vallja,  || hogy tavaly nyárba vitt volt az urának enni az Eottwes Istvánné majorába,  || hul  [[csépel  volt.  ||]]  
								 hogy  [[megen  volt,  ||]]  látott egy ra{\...} ganén  || tahát egy zöldbeli ember ül és az molnárné.  || 
								 Ő lefekszik  || és {\!éjjel}egykort felj {\!zek}serken virratta felé,  || hallja volt  || az asszonya  [[mongya  volt:  ||]]  „Nesze imez, nesze amaz!”  || 
								 Kadas Mátyás azt vallja,  || hogy ez eljmúlt időkben, mikor itt ez városban tartatná fogva Soliom Pétert az fejedelem,  || azkor ő  [[lakik  volt ]] az Keomies György annya házánál.  || Molnar István is ott {lakik volt.  ||} 
								 Azt is vallja,  || hogy Zekel Andrástúl hallotta,  || {\!ezt}  [[mongya  volt ]] Fekete Katónak,  || mikor Ágostonhoz külte volt követni:  || „Azt mongya Ágoston,  || hogy nem békéllik teveled, mint illen boszorkánnyal.”  || 
								 Fekete Kató veji, {%Erdelj} {%Gáspár} hiti szerént vallotta,  || hogy tavaly nyárba az tanácsház előtt volt,  || hogy Kaskeote Ágoston be  [[akarja  volt ]] toromba vitettni Fekete Katót,  || és ő lött kezes érte,  || hogy előállatja mindenkor törvénre.  || 
								 10. Bálint, Iochom Hegwig fia azt vallja,  || hogy látta,  || hogy az asszonember az sitőházból  [[jő  volt,  ||]]  és egy kés volt kezébe.  || 
								 Az Albert deák kapuját  [[akarja  volt ]] megnitni,  || egyfelől késértette,  || másfelől is,  || de nem nitthatta.  || 
								 12. Bor Jánosné azt vallja,  || hogy ő házátúl  [[jő  volt ]] {\!es}az uccán,  || és Barbel Jánosné hítta be az Albert deák házához.  || 
								Egykort, || hogy az ura  [[aloszik  volt ]] reggel,  ||jött volt oda az asszonember || és {bekérettzik volt }az házba,  || hul ura {fekszik volt,  ||} de ő nem bocsáttá,  || {\!azkor}eljment onnat.  || 
								 Barbel János  [[akarja  volt ]] bíróhoz vinni,  || de ők szóltak neki,  || hogy nem szükség,  || ők is meg tuggyák mondani,  || az mit láttak.  || 
								 7. Barbel Egyed azt vallja,  || hogy egy beteges germeke volt,  || ki annyéra eljszáratt volt,  || hogy csak az csontya, bőre maratt volt,  || semmi orvossággal neki nem  [[használhat  volt.  ||]]  
								 Zappanos Gergely vallja:  || Az feleségem jött volt a piacra fa venni,  ||és || mikor immár az fára közel megárult volna,  ||odajut Zabo Kató || és  [[elveszi  volt ]] tőlle.  || 
								 Az én leányom hátra fordul,  || [[ nézi  volt,  ||]]  ez Sosné is megfordul,  || és mond:  || „Mit néz {\!kis}rossz kurvácska?”  || 
								 István, Daurert János szolgája, takácslegény vallja:  || Egkor  [[hívogatnak  volt ]] mennyegzőbe,  || találkoznak ez Zeoldné házához.  || 
								 Sőt egy leántól ezt némellyek bizonyoson hallották,  || hogy azt  [[mongya  volt:  ||]] „Egy dongó bogár jöve be, || {%úgmond}, ||egy lyukon, || és az mene az szájába,  || és mingyárást kezde szóllani,  || és azt kezdé mondani,  || hogy nem megyek én most,  || ereggy most.”  || 
								 Kerekes Mátyásné vallja:  || Ekert Mihálytól hallám ezt,  || hogy ez Katalin asszonyt látta,  || hogy az ő maga kerti támasszát  [[keni  volt.  ||]]  
								 Az vén annyok  [[vágat  volt ]] fát velle,  || kiről megszólítám őket.  || És mondott az vénasszony:  || „No, ne szolgálj bár nekem,  || de bizony megbánod!”  || 
								 Azt is hallottam mástól,  || hogy Baba Katus  [[kéri  volt ]] Ézsaiásnét,  || hogy az leginnek az ganéjában vigyenek oda,  || mellyel megkennjék az ingujját,  || és meggyűlöli feleségét.  || 
								 Kérdezém: || „Mi volt,  || amit {\!az}tőle  [[elküld{\!nek}  volt?”  ||]]  
KBosz. 29.	1592. Kolozsvár 	1592						 Ezt is értettem felőlle,  || hogy az Vermes Ambrusné fia látta szemével,  || hogy másodmagával egy lepedőt fogott volt,  || és úgy  [[viszi  volt ]] által az búzavetésen,  || 
Nád. p. 24	1558-06-22	1558			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Tennap még délbe  [[kérdez  volt ]] császár,  || ha megjüttem;  || 
Nád. p. 55–56	1560-03-17	1560			Nádasdy Tamás	Kanizsay Orsolya	nemes	 Az mint én nekem írtál vala az Perneszit György felől,  || hogy éltében örömest szembe volt volna velem,  ||én is || ha lehetséges lött volna  ||örömöst szembe löttem volna vele, || mivelhogy régi  [[esmerőm  volt  ||]]  és atyámfia gyanánt tartottam  || és nem csak ő érte, hanem főképpen érted akartam haza menni,  || ha lehetséges leszen vala,  || 
Nád. p. 100	1557-06-30	1557			Kanizsay Orsolya	Nádasdy Tamás	nemes	de || az mint nekem írja,  ||beteg, || nehezen is vagyon,  || ez estve nem  [[magyarázhat  volt,  ||]]  
Nád. p. 104–105	1559-05-26	1559			Kanizsay Orsolya	Nádasdy Tamás	nemes	 Én kérdém,  || ha látta Gábriel deákot;  || mondá || hogy Lendván az város vékén találta volt  || hogy  [[ide jé  volt.  ||]]  
Nád. p. 110	1560-09-11	1560			Kanizsay Orsolya	Nádasdy Tamás	nemes	[[ mondják  volt ]] neki,  ||hogy || ha elkerűlte volna az tengert,  ||belé nem veszett volna; || ű pedig azt {mondja volt:  ||} ha lett volna megjövése,  || ha elkerűlte volna?  || 
Nád. p. 117–119	1542-12-26	1542			Nádasdy Anna	Nádasdy Tamás, Szalay János	nemes	 ugyanazon ember !az es mondja,  || hogy szekén uram levelet is kildett volna nekem és az !faranczai király keveti es és egy basa,  || mel leveleket  [[kér  volt ]] János deják  || és azt mondta,  || hogy nem adja,  || mert szóval es izent szekén uram  || es felfokadta,  || hogy senkinek nem adja,  || hanem ő maka szemben leszen velem  || és úgy adja meg az levelet,  ||azért még el nem jett !el || valamikort lehet  ||az szemben létel. || 
Nád. p. 222–3	1532-08-17	1532			Nádasdy Márton	Nádasdy Tamás	nemes	 Továbbá terek császár Kőszegnek az várasát megvette,  || az várával  [[szerződik  volt.  ||]]  
Nád. p. 231–2	1553-06-14	1553			Somlyai Báthory András	Nádasdy Tamás	nemes	 azt hallom  || hogy vajda uramat ilyen szóval  [[bíztatja  volt;  ||]]  csak tégedet szánlak,  || csak ne lenníl köztönk  || mikort királyt eláruljuk;  || 
Svetk. 188.	1570-06-03	1570			Batthyány Ferencné Svetkovics Katalin	Battyhány Boldizsár	nemes	Toabba, || mÿkor az Rez mÿwes  [[ala Jẅ  volt  ||]] az .k. Jobbagÿ Reaÿa thamattak volt || Az mÿ pÿnterẅnket Meg@ ÿs vagdaltak volt  || 
Tel. 26.	1593-11-14	1593			Telegdy Pál	Csapy Kristóf	nemes	 az elej ot az tajon talaltak elól az futo Tórók Olcman Beket  || ü@ is ide  [[jü  uolt,  ||]]  ßekerirül ü@ is lura ragadot  || az futo felit uette elő,  || 
Tel. 38.	1586-03-20	1586			Telegdy János	Telegdy Pál	nemes	 kaptak az Erdŏn  || hogi Negj fat  [[Egetnek  volt, ]] Pahuta Janos leannia, Pahuta Gergely Leania, Tur Pall Leania, Pahuta Peter zolgaja,  || 
Tel. 38.	1586-03-20	1586			Telegdy János	Telegdy Pál	nemes	 tŏruent lattak reajok  || s. az tŏruenj vgi hozta  || hogi  [[tagadiak  volt  ||]]  hogi nem ŏk giŭtottak megh,  || 
Tel. 102.	1591-06-10	1591			Cseh János	Telegdy Pál	familiáris	 Valameny vtam mind  [[iltemben  wolt@ ]] is,  || wgj techik  || mind à sem woltt nekem ez egjnell sulliossab,  || 
Tel. 107.	1590	1590			Melith Pál	Telegdy Pál	nemes	 kj ha ugj tortenik  || hat mikjpen  || hogj markalph akaztofat maganak nem  [[talal  wolt ]] sohűn  || 
Zr. p. 47.	1559-06-08	1559			Zrínyi Miklós	Batthyány Kristóf	nemes	 oda ÿwth oskola mester, kaplan es walamy beresÿ,  || oth az en emberemre tamadnak,  || lenÿomÿak || es zekerczekkel  [[akaryak  wolt ]] wernÿ,  || ew oltalmaznÿ kezdj magat,  || es el zalad,  || de plebanosth sem meg nem zÿtta,  || sem meg nem ÿtette,  || erre tamazt sok jambort bÿzonsagwl.  || 
Zr. p. 316	1647-?	1647			Batthyány Ádám	Zrínyi Miklós	nemes	 ha mit mast erthetek@ is,  || el nem  [[mulatom  volt ]] tudosetani kegyelmedet,  || 
Bosz. 512.		1771	Szentbenedek, 	Pest megye				 az Asszonynak a  [[Takaródzója  vólt ]] a kezében  || s mondotta az Urának  || hogy vágja el a Ruhát,  ||de || minthogy meg esmérte  || hogy a Szunyog hálója vólt  ||nem cselekedte. || 
Svetk. 8.	1549-01-01	1549			Batthyány Ferencné Svetkovics Katalin	Batthyány Kristóf	nemes	 ew azth monda  || hogh Semÿ ÿgbe wezÿsse kegelmed nepÿwel ewnekÿ nem wolth,  || hannem azth mongÿa,  || hogh zolakozoth wolth, kegelmednek zolgaÿawal, egh fekethe legÿnel,  || kÿ masth nem kegelmed zolgaÿa,  || merth hogh  [[mond  wolth ]] Conffÿchal  || ierunk@ fel az@ azzon waraba,  || 
Svetk. 8.	1549-01-01	1549			Batthyány Ferencné Svetkovics Katalin	Batthyány Kristóf	nemes	 Bÿzon nehez volt en nekem,  || hogh ezth  [[Bezelÿk  volth  ||]]  ierunk az azzon varaba,  || 
