txtid	date	year	settlement	county	from	to	soc.stat	hit
Bark. 98.	1706-05-22	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	Már alkalmas ideje, Édesem, || úgy tudom,  ||írtam volt Kegyelmednek, || amely Vízaknai nevű doktort commendálták  [[vala ]]  Szebenbe,  || aki Balku Pált is meggyógyította,  || hogyha valami módon kieresztené Rabbutin,  || bárcsak egy bizonyos helyre,  || de, Édesem, semmi választ Kegyelmedtül iránta nem vettem.  || 
Bark. 99.	1706-05-23	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az estve írtam  [[vala, ]]  Édes Lelkem,  || ma pedig templomba lételemkor veszem, Édesem, Kegyelmed datum nélkül való levelét az armistitium iránt.  || 
Bark. 125.	1706-08-11	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Lehet emlékezetibe Kegyelmednek, Szívem,  || Győrirül írta  [[vala ]]  Kegyelmed,  ||hogy || alá nem mehetvén a pusztára az ezer után,  ||itten, || ha mi hasznát vehetem,  ||legyen. || 
Bark. 125.	1706-08-11	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kisaszony napjára Szőlősre fordultam  [[vala.  ||]]   
Bark. 129	1706-09-30	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az bányai barátokrul írtam  [[vala ]]  e minap.  || 
Bark. 130.	1706-?10-?01	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Épen megbarátkoznak  [[vala ]]  a Mikes Úrfival.  || 
Bark. 131.	1706-10-07	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az salavári csináláshoz épen hozzáfogatok  [[vala,  ||]]   ha nem szükség,  || haladhat. || 
Bark. 135.	1706-10-19	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Csáki Lász{\...} lovára és a Bánfi Lászlóéra beküldök  [[vala,  ||]]  de || már aki ígérkezet,  ||ezen hírre nézve, megtartózkodot. || S azt mondja Orosz Pál Uram,  || nincs bizony ot Kegyelmednek való.  || 
Bark. 135.	1706-10-19	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Jóllehet, Édesem, még harmadnapal ezelőt kezdtem  [[vala ]]  ezt a levelet írnom,  || de || hogy Csiszár István levelét vettem Bercelrül vasárnap a történt casusrul,  || mellyet ő sem tudot,  || mint ment végbe.  || 
Bark. 141.	1706-11-03	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ma írtam  [[vala ]]  ugyan Kegyelmednek az ürmös bort elküldvén,  || mely is hol éri Kegyelmedet,  || nem tudom.  || 
Bark. 152.	1706-12-12	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én mind@ azt várom  [[vala, } Édesem,  || ha Orosz Pál Uram odamegyen {vala,  ||]]  hogy Isten Kegyelmedet közeleb hozza.  || 
Bark. 164.	1707-05-03	1707			Barkóczy Krisztina	Károlyi Sándor	nemes	 Valóba bánom,  ||mivel minden dolgot, || akit közölnöm kel  [[vala,  ||]]  elhalasztá Kegyelmed, || s akor hirtelen a készületrül is vagy egyébrül kevés beszélni.  || 
Bark. 164.	1707-05-03	1707			Barkóczy Krisztina	Károlyi Sándor	nemes	 Írtam  [[vala ]]  Kegyelmednek a szegíny Ferusom felől,  || de tegnap újonnan megnehezedet,  || mint azelőt volt.  || 
Bark. 167.	1707-07-??	1707			Barkóczy Krisztina	Károlyi Sándor	nemes	 Mit írt  [[vala ]]  nekem Bagosi Uram,  || Kegyelmed megláthatja.  || 
Bark. 170.	1707-11-03	1707			Barkóczy Krisztina	Károlyi Sándor	nemes	[[ Vala ]]  bajunk, Szívem, az szörnyű nagy eső miá.  || 
Bark. 172.	1707-12-08	1707			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én edig Károlyba mentem volna,  || hanem szegíny Irinyi fordulását vártam,  || kihez valóba kevés reménségünk  [[vala.  ||]]   
Bark. 185.	1708-06-29	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 It bű is az eső,  || szörnyű nagy zápor  [[vala ]]  kedden.  || 
Bark. 186.	1708-06-30	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Mostan is mészért küldtem volt,  || amint írtam  [[vala ]]  Kegyelmednek,  || s hajdúkot vellek,  || hogy jól megrakják a szekereket,  || de azokra nem hajtván, egy-egy keveset raktak,  ||sőt, || akit raktak is,  ||az úton lehánták, || s oly szerencséjek volt,  || mikor ünnepnap a templomba voltunk,  || akor érkeztek,  || s adig le is hányván, elmentek.  || 
Bark. 186.	1708-06-30	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az tornyot épen csak az elmúlt héten kezdte  [[vala ]]  gömbölyíteni belől,  ||de || az egész téglák elfogyván,  ||nem dolgozhatot rajta. || 
Bark. 188.	1708-07-01	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Épen, Édesem, annyira elmerültem  [[vala ]]  a szorgalmatosságba,  || hogy Matusalem sem jobban,  || de az Úristen oly égszakadásal ostoroz bennünket,  || hogy nemhogy a munkában mehetnénk elől,  || de csak maradhassak itt.  || 
Bark. 188.	1708-07-01	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 De tegnap délig megpróbáltattam  [[vala:  ||}  3 téglavetőt 8 rab győzöt el,  || de bezzeg szaporodot {vala ]] is az tégla.  || Hanem már az eső meg semmivé tette,  || mert szörnyű nagy eső eset.  || 
Bark. 188.	1708-07-01	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	Az krispánszín posztót, || kit Orosz Pálnak küldtünk volt,  ||viszahozta  [[vala ]]  Gyulai, az inas. || 
Bark. 190.	1708-07-07	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	Az Ibrányi Kisasszonyt, Édesem, || amint már azelőtt is megírtam  [[vala,  ||]]  Ramocsa Uramnak örömest kihozatnám, || csak öregasszonyom lenne körülöttük,  || aminthogy csak az Isten tudja,  || a magamé is hogy van,  || senkitül nem függvén.  || 
Bark. 194.	1708-07-18	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Megijedtem  [[vala ]]  az Fejedelem levelén,  || hogyha a tarsolybul kivették,  || de ottan megtaláltam,  || s ím pariáltatván, megküldöttem.  || 
Bark. 194.	1708-07-18	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én már, Szívem, Matusalemet is meghaladom  [[vala.  ||]]   
Bark. 195.	1708-07-21	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én ugyan nem javallottam  [[vala ]]  a Kis Mihály hozta bort oly messze küldeni,  || reménlem, || hogy ott közelebb is találni korcsmára valót.  ||De || amint Erős Uram levelébül értem,  ||Kegyelmed parancsolatjábul meg fogja indíttatni. || 
Bark. 195.	1708-07-21	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ennek régen kell  [[vala ]]  lenni,  || de szekeret nem vehetek rajtok.  || 
Bark. 196.	1708-07-23	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ha eléb beszéllek  [[vala ]]  vélle,  || nem őriztetném it,  || edig elküldtem volna innet már.  || 
Bark. 197.	1708-07-25	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Borokot én venni parancsoltam,  || már anyival inkáb szorgoztatom,  || mert edig én ara bíztam,  ||hogy || Somlyó és Zilaj tájéka közeleb lévén,  ||ot elég bort írt  [[vala ]]  Kegyelmed lenni. || 
Bark. 198.	1708-07-30	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 E napokba a szelektül ijedtem  [[vala ]]  meg.  || 
Bark. 200.	1708-08-02	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én ugyan örömest beszéllek  [[vala ]]  Kegyelmeddel, a rosz-félét is forgatván,  || hol gondolkodnék az ember magát megvonni.  || 
Bark. 201.	1708-08-02	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Úgy jó lesz  [[vala,  ||]]   amint én akartam,  || de már had múljék.  || 
Bark. 203.	1708-08-??	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én egészlen letettem  [[vala,  ||]]   itt a pínz,  || mennyinek találtatot a marha ára,  || de Kegyelmed nem írja, Szívem,  || mennyivel hibáz.  || 
Bark. 205.	1708-08-21	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Radványba elfordultam  [[vala ]]  ugyan,  || de semmi haszonra,  || mert nem mulathattam,  || mások jövén hozzám Kassárul.  || 
Bark. 206.	1708-08-24	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Három papot indított  [[vala ]]  meg az erdélyi püspök Nagyszombatbul,  || hogy Székelyföldére küldje még az veszély előtt,  ||s || már ezen állapotok így lévén,  ||nem tudnak szegények mit csinálni. || 
Bark. 206.	1708-08-24	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 El is indultak  [[vala ]]  Somlyó felé,  || s visszatértek.  || 
Bark. 207.	1708-09-27	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 El is indítom  [[vala,  ||]]   de Fekete Ferenc mondja,  || hogy már mind írásba küldte neveket Varasdi Uramnak,  || s talám megszabadulnak.  || 
Bark. 215.	1708-10-31	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Másik, || aki nagyob,  || úgy végeztük  [[vala,  ||]]   hogy az ablak is ot legyen  || s egészlen kinyíljék,  || aminthogy töbször nézne ot ki az ember,  || mint kimenne.  || 
Bark. 215.	1708-10-31	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kegyelmed azt mondta  [[vala,  ||]]   hogy füstbe ment,  || hacsak az ellenség meg nem gátolja.  || 
Bark. 218.	1708-11-20	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Édes Szívem, a vásárfiát én megvettem  [[vala.  ||]]   Szép pár nusztokot,  ||de || ha rá nem jöt Kegyelmed,  ||szerencse, || ha valamely kavallérnak nem ajándékozom.  || 
Bark. 218.	1708-11-20	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az kűért eljöttek  [[vala ]]  a szekerek,  || a levelet idehozták,  ||s || míg odaküldtem,  ||a kerek ablakkövet fel is rakták minden kérdés nélkül, || s elvitték.  || 
Bark. 220.	1708-11-24	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az jószágbul a falu bíráit az elijivel az embereknek begyűjtettem  [[vala,  ||]]   s elejekbe adattam,  || ha Kegyelmed quártélyán lesznek-é,  || de úgy,  || hogy nem úgy,  || mint tavaly,  || mert egyáltaljába oda nem engedi Kegyelmed,  || megveszi rajtok.  || 
Bark. 222.	1708-11-28	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ma veszem levelét,  || kiben írja,  || !reménsége kívül megkönnyebedet Feruska,  || kinek én temetésérül is már disponáltam  [[vala.  ||]]   
Bark. 225.	1709-02-04	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Hanem ezt akartam Kegyelmednek tudtára adni,  || Kegyelmed úgy mondotta  [[vala,  ||]]   hogy a Kegyelmed qvartéllya Abaúj vármegyére 70 lóra s száz személyre, vagyis 100 lóra s 70 személyre van adva.  || 
Bark. 227.	1709-02-23	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Addig Domahídi Uram volt mellettem,  || míg Erős Uram haza fordult  [[vala ]]  elsőbe.  || 
Bark. 227.	1709-02-23	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amint magam is írtam volt Kegyelmednek róla,  || hogy Kegyelmed úgy vélte  [[vala,  ||]]   hogy többrül adott assignatiót,  || s mégis levelemet iránta nem vette.  || 
Bark. 228.	1709-02-25	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Nem is az udvarlás kívánsága szorgoztatott annyira,  || mint az,  || amit említettem  [[vala ]]  Kegyelmednek.  || 
Bark. 230.	1709-03-27	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ecsedbe is elküldtem  [[vala ]]  az orvosért,  || de ki nem jöt.  || 
Bark. 231.	1709-04-02	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Pais István  [[vala ]]  nállam,  || reménkedik, || recommendáljam dolgát.  || 
Bark. 233.	1709-04-06	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 De reám is halasztotta  [[vala ]]  Kegyelmed,  ||de || mivel késtem vélle,  ||hihető, || újobban búsította Kegyelmedet,  || s úgy parancsolt napjába egy pint bort adni.  || 
Bark. 235.	1709-04-19	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Melyre edig azért nem írtam,  || hogy haza akartam menni okvetetlen,  || s onnét mindenekrül bűvebben tudósíthatom  [[vala ]]  Kegyelmedet.  || 
Bark. 235.	1709-04-19	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Már ugyan félvén a nagy sártul is, ma csak elvégeztem  [[vala ]]  magamba,  || hogy hajón is haza megyek.  || 
Bark. 240.	1709-04-27	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Régen Kegyelmed kérdése szerint, én a Hevesen való túrót ide kívántam  [[vala ]]  küldeni,  || ha mód lesz benne.  || Kel a sokféle munkásnak.  || 
Bark. 240.	1709-04-27	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 It valóba szárazság  [[vala,  ||}  hanem már Isten jóvoltábul derék esőnk {vala.  ||]]  
Bark. 240.	1709-04-27	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Bár csak a többi se szalad  [[vala ]]  el,  || ez megeset rajta.  || 
Bark. 245.	1710-06-27	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Itt, jóllehet most nem mondanak újab pestiseseket,  || hanem az korcsmárosném holt meg,  || aki tegnapelőt betegedet  [[vala ]]  meg.  || Mindazáltal én csak elvégeztem magamban:  || az olcsvaiakot egészlen általköltöztetem az szállásokra, Apátira.  || 
Bark. 247.	1710-07-01	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	Sem fiamnak, sem leányomnak féltése, || hiszem Istent,  ||nem leszen felettéb, || csak akor jókedvembül írtam  [[vala ]]  Kegyelmednek, Édesem.  || 
Bark. 247.	1710-07-01	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Úgy jöttem  [[vala ]]  szombaton ide,  || hogy ma haza menjek,  || de mindedig is Kegyelmed dispositióit nem vehetvén,  || kit az Aszonyal kellene közlenem,  || itt már meg kel várnom,  || míg érkezik.  || 
Bark. 250.	1710-07-09	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	Egészségem, || Istennek hála,  ||máskint megvolna, || hanem az fejemnek szokot változása felettéb  [[vala ]]  rajtam tegnapelőt,  || mellyet a sok boszúság is segítet,  || mert már ugyan oly boldogtalanná let szegíny Fekete Ferenc,  || vagy azelőt is ollyan volt,  || csak ennyiféle gondja nem volt,  || s azért nem vettük észre,  || hogy ki sem írhatom.  || 
Bark. 255.	1710-07-18	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én már annyira valék,  || hogy csak rakatni akarám szekereimet,  || noha levelemre választ nem vettem  [[vala ]]  Kegyelmedtül ara,  || amelyben clavessel is írtam volt.  || 
Bark. 261.	1710-08-11	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Épen minden dolgokrul most írtam  [[vala ]]  Kegyelmednek,  || abban voltam munkás.  || 
Bark. 264.	1710-08-15	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Újobban a Toroczkai Uram által valóra klavissel tudósítottam  [[vala ]]  Kegyelmedet,  || s ma jó regel meg akarván indítani,  || az tegnap délben költ még it érte,  || s már azt is it hattam.  || 
Bark. 264.	1710-08-15	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 De tegnap egy híres borbélyt hívatván hozzá,  || majd pestist csinál  [[vala ]]  belőlle,  || ha elhinné az ember.  || 
Bark. 265.	1710-08-18	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	Mert || mikor Urunkal elment Kegyelmed,  ||eleget valék rajta, || hogy továb@ való dolgainkrul beszélhetnénk,  || de akkor sem  [[vala ]]  módja.  || 
Bark. 267.	1710-08-24	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Hallernérül is írtam  [[vala,  ||]]   az mely életet Szakmárt beadot,  || a volt volna az instantiája,  || ha it megadhatnák,  || de Csala Uramnak nincs authoritása rá.  || 
Bark. 267.	1710-08-24	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ugyan rút dolgot míveltek ot Berínybe mind bírón s notariuson,  || s nem is mondják oly vétkeket,  || kirül N Gábor is szóllot  [[vala,  ||]]   de nem describálta,  || azmint volt.  || 
Bark. 268.	1710-08-30	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	Az eperjesi adósság, || kit Pelsőczi kért  [[vala ]]  fel,  || örömest érteném, Szívem,  ||megfizetődöt vala-é || vagy fen van?  || 
Bark. 270.	1710-09-23	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Be parancsolta  [[vala ]]  Urunk vitetni a fiamot,  || de megint elfogyván az orvosságai,  || holnap Munkácsra megyen többért.  || 
Bark. 270.	1710-09-23	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Megvallom, Szívem,  || oly csudálatos változás jöt  [[vala ]]  rám Egerbe,  || hogy ki sem tudnám írni.  || 
Bark. 270.	1710-09-23	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Elég az,  || elmúlt osztán,  ||s Isten jóvoltábul az előbi változásombul, || aki csömör s szelek háborgatása volt,  ||már épen jól kezdettem  [[vala ]]  lenni, || hanem tegnap a nátha, hurut eset rám,  || a hurutja legnehezeb.  || 
Bark. 270.	1710-09-23	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Éppen csaknem kevélységre indultam  [[vala ]]  a táborozással,  || it mely frissen vagyunk,  || fogyatkozásunk sincs,  || Istennek hála.  || 
Bark. 272.	1710-09-26–28	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az Istennek szörnyű ítéleti  [[vala ]]  rajtok.  || 
Bark. 272.	1710-09-26–28	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	Fiam Uram, Kegyelmed parancsolatjára, || úgy látom,  ||örömest szolgálna körülöttem, || de az is valamely nap bejöt,  || ellelte a hideg,  || s nagy hévségbe lévén,  || erőssen meg is ijedtem  [[vala.  ||]]   
Bark. 273.	1710-09-29	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 {\!lat!P.S.} Az borokrul már tudósítattam  [[vala ]]  Kegyelmedet, Szívem.  || 
Bark. 274.	1710-10-01	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amoda Szekerest, Radványba Urait épen ma küldöttem  [[vala ]]  el.  || 
Bark. 274.	1710-10-01	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 De már jobban sietetem a szüretet,  || mert edig csak a készületrül disponáltam  [[vala.  ||]]   
Bark. 275.	1710-10-02	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Dániel Lőrinc nevű kavallér  [[vala ]]  nállam,  || ki is Haller Judka fia,  || aki Barkóczi Aszonytul való volt.  || 
Bark. 276.	1710-10-05	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Pegymetbéllést ezelőt is kerestünk  [[vala, ]]  Édesem,  || de csak egy tenyérnyit sem tudának előadni.  || 
Bark. 276.	1710-10-05	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Meg is írtam  [[vala ]]  Kegyelmednek,  || nem láttam oly szemlátomást használni az orvoságot,  || mint neki.  || 
Bark. 280.	1710-10-20	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Épen ma regel indítottam  [[vala ]]  levelemet, Eszlár felé bocsátván helységrül helységre,  || talám még útban is éri ezen hadnagy.  || 
Bark. 304.	1710-12-21	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Bárcsak Ötvös Miklós lesz  [[vala ]]  szabad ember,  || magával minden dolog jobban menne végbe.  || 
Bark. 313.	1711-01-04	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ekoráig sem  [[vala ]]  időm,  || hogy Kegyelmedet, Édesem, bőven tudósítsam,  || mivel azt sem tudom,  || melyfelé kapjak.  || 
Bark. 313.	1711-01-04	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Felséges Urunkal lévén, én valóba elmerültem  [[vala ]]  a confidentiában,  || mert mástul végére nem mehetvén,  || mindenekrül magátul kellet tudakozódnom,  || s egész szível mutatta magát, nagy magaajánlással.  || 
Bark. 313.	1711-01-04	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	S || az, ki nagyob,  ||Moldovába beküldöm, || ugyanis ahoz bízot  [[vala ]]  ő,  ||hogy || Kegyelmed beküldvén őtet,  || ha a bátyja bemenne is Erdélybe,  ||ő folytatná a mi dolgunkot, || s azzal tengetné magát.  || 
Bark. 313.	1711-01-04	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az németek suplicatióját nem azért küldtem  [[vala ]]  Kegyelmednek,  || hogy igazítsa,  || hanem csudálkozzon,  || hogy magok félnek a némettül.  || 
Bark. 313.	1711-01-04	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 némellyik fen kezdte  [[vala,  ||]]   s én is mind it hagyom.  || 
Bark. 314.	1711-01-05	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	Levelem írása alat a cselédet, || akik akaratoskodni kezdtek  [[vala,  ||]]  mind a félsz megijesztvén, || hogy bevádolom Kegyelmednek,  ||s mind látván, || utánnok nem járok,  ||sírva reménkednének már, || ha elvinném.  || 
Bark. 315.	1711-01-07	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én épen elindulok  [[vala,  ||]]   de sok akadályim esvén,  || 
Bark. 315.	1711-01-07	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	Azért ugyanollyan szándékkal, || hogyha ott megunom,  ||csak lemegyek, || onnét is csak elindulok  [[vala.  ||]]   
Bark. 315.	1711-01-07	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Tegnap Forgács Uram nállam  [[vala,  ||]]   én eléggé megszánám.  || 
Bark. 317.	1711-01-09	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Szőke ajánlotta is  [[vala ]]  magát.  || 
Bark. 319.	1711-01-12	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Bárcsak Szentiványi jűne meg Ungvárrul,  || mert az jól kezdte  [[vala ]]  magát alkalmaztatni,  || ami kis ideig it volt.  || 
Bark. 323.	1711-02-13	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az éjel valóba roszul  [[vala ]]  az Aszony.  || 
Bosz. 13.		1724	Szeghalom, 	Békés megye				 kivánván  [[vala ]]  a fátens tehetsige szerint mint gyermekit orvosoltattni  || orvosságát nem talalta;  || hanem maga magát ajálván Kós Andrásné egy napi aratásért és a fátens által lett bizonyos fonál fonásért  || ami időn meg förösztötte be kötözte s itatta volna  || cir. három hétre meg is gyógyitotta.  || 
Bosz. 15.		1591	Feketebátor, 	Bihar megye				 Pap lukacinera zobonj anburusne ezt vallja hitivel.  || Egikor pap lukacine ker  [[vala ]]  tulem vajat,  || es nem adek,  || 
Bosz. 15.		1591	Feketebátor, 	Bihar megye				 es monda  || »ith ilunk  [[vala  ||}  es nezok {vala  ||]]  hog az tehenekel ugj vezodol,  || 
Bosz. 15.		1591	Feketebátor, 	Bihar megye				 ismet ez utan ker  [[vala ]]  tulem penzt,  || es nem adek  || es hortelen olj niaualiam len,  || hogj ciak meg nem halek,  || es kalman istuan giolgita meg.  || 
Bosz. 22.		1714	Komádi, 	Bihar megye				 mondottam néki:  || ez valami  [[vala,  ||]]   
Bosz. 30.		1717	Nagyszalonta, 	Bihar megye				 egykor nem sok napok mulva etczakának idejin látt a fatens három aszszonjokat az házban,  || mely aszszonyok meg akarjak  [[vala ]]  metczeni torkát a gyermekemnek,  || 
Bosz. 55.		1700	Csát, 	Borsod megye				 minek utanna meg gyujtotta a szalmát,  || mingyárt ött Aszszony jelent meg latható formaban,  || kik között Bartané ott  [[vala ]]  Leanyostúl,  || 
