txtid	date	year	settlement	county	from	to	soc.stat	hit
Bark. 11.	1703-10-??	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Itten éppen semmi híre sem  [[volt,  ||]]   hanem Kaszás Pál és Kos Mihály Uraimék egynehány levelet küldvén, mind csak úgy írják,  || hogy Kolosvár táján gyűlt volna öszve.  || 
Bark. 11.	1703-10-??	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ki is  [[volt ]]  már adva,  || azmint mondja Fekete Mihály,  || ha jönne,  || bárcsak bíztak már ők hozzá,  || de semije nem maradt külső marhája.  || 
Bark. 11.	1703-10-??	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Nagy könnyebbségemre  [[volt ]]  most is,  || de nem reménlem,  || Kegyelmed ily alkalmatos embert találjon maga mellé,  || azért inkább oda engedem, tudván,  || ott jobban kell.  || 
Bark. 12.	1703-11-02	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Sennyei Uram eléggé haragudot,  || szándéka sem  [[volt ]]  a németnek a kijövetelre,  || hanem Kolosvárt őrzi,  || amint Orosz Pál Uram levelébül megláthatja Kegyelmed,  || miként erősítette meg Kolosvárt.  || 
Bark. 12.	1703-11-02	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 A szakmári német is szelidül,  || szénája nincsen,  || most vagy ló nélkül marad  || vagy valamit cselekszik,  || azólta ki nem  [[volt,  ||]]   miólta megijesztették.  || 
Bark. 12.	1703-11-02	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Otlétemben hozák a Detrik válaszát,  || a Kegyelmed levelét is akor küldték  [[volt ]]  be.  || 
Bark. 12.	1703-11-02	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	Én, Édes Szívem, || midőn már sok változásim közt csendesen tértem volna haza,  ||felette nagy keserűségre jövék, || mert hozák az Asszony levelét,  || az én, Édes Lelkem, Klárám szörnyű hirtelen megbetegedvén vasárnap,  || már kedden jobbára halálán  [[volt.  ||]]   
Bark. 14.	1703-11-12	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az Izrael népének is elég ellensége támadott,  || de mind meggyőzte,  || mert Isten  [[volt ]]  velle.  || 
Bark. 17.	1703-11-21	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Most semmi ollyas hírrül nem tudósíthatom Kegyelmedet,  || hanem jötön jőnek az katonák Erdélybül,  || az kik Bóné Urammal bementek  [[volt, ]]  Váradtul mind egy nyomon.  || 
Bark. 18.	1703-11-24	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Minden parancsolat nélkül bemenvén Bóné Uram,  || Orosz Pál Urammal megedgyezvén,  || Boncidánál lévő 1100 székelyre reá ütvén,  || kiknek is generálissok Toroczkai István Uram  [[volt,  ||]]   izibe széllyelverik nyavalyásokot  || s megfosztogatják.  || 
Bark. 18.	1703-11-24	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Azalatt bevivén Kolosvárra az hírét,  || hogy kurucok jöttek be Erdélybe,  || valamennyi lovas német  [[volt,  ||}  mind felkészül,  || s még azon kívül is lúra széd,  || az ki lehet  || s városi embert is s rácot,  || az ki {volt,  ||]]  megyen Boncida felé,  || hogy az székelyekkel megedgyezen.  || 
Bark. 18.	1703-11-24	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Elevenen csak egy németet fogtak,  || s azt az kettőt,  || ki hírmondani ment  [[volt.  ||]]   
Bark. 18.	1703-11-24	1703			Barkóczy Krisztina	Károlyi Sándor	nemes	 Vallot 5000 forint érő kárt maga csak,  || akor is  [[volt ]]  Orosz Pál Uramnál embere.  || 
Bark. 19.	1704-01-25	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 A váradi sáncbul is vit  [[volt ]]  segítséget  ||s || úgy mondják,  ||a portássába eset is kár. || 
Bark. 19.	1704-01-25	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az mely szénával biztattak ispán uramék,  || abba semmi sem tölt,  ||mert || ami  [[volt,  ||]]  az Orosz Pál Uram hada s a többi elhordták. || 
Bark. 19.	1704-01-25	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Vagy hatvan szánat szerzet  [[volt ]]  is rá Eötvös Miklós,  || s egy keveset találtak, mintegy tizenhat szánnal,  || s atul is tilalmazták az ecsediek, Pápai Uraménak mondván.  || 
Bark. 19.	1704-01-25	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Pápai Uram, ha panaszt tenne,  || úgy adja Kegyelmed Szívem,  || akárkié  [[volt,  ||}  csak elvitték volna már,  || aminthogy Szabolcs vármegye kaszáltatot {volt ]] ő Kegyelme számára.  || 
Bark. 20.	1704-03-13	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Portára mentek  [[volt.  ||]]   
Bark. 20.	1704-03-13	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Domahidi Zsigó azolta felém sem  [[volt.  ||]]   
Bark. 20.	1704-03-13	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Minthogy széna nem  [[volt,  ||]]   minden marha eleset itt a tájon.  || 
Bark. 20.	1704-03-13	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az hintainkat igen megcifrázván az hajdúk,  || minthogy az jó gazdának nem  [[volt ]]  szekérszínje,  || mást tartozik szerezni hellyette.  || 
Bark. 21.	1704-03-28	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kovács János is odavesze,  || Hevesre elibe küldtem  [[volt.  ||]]   
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Még az németnek annyi mestersége nem  [[volt,  ||]]   hogy oly nyelvet foghasson,  || kitül kitanulja,  || mint vannak,  || s ki sem jár azolta.  || 
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Most is nagy panasz van reá,  || fenyegetik az Guti példájával,  || kit széllyelvagdaltak,  || mivelhogy Enyedre menvén a német,  || megviték estvefelé a hírét,  || s lehetetlennek mondta,  || s másnap már az nap is feljöt  [[volt,  ||]]   hogy utánna mentek.  || 
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az enyediek kimentek elejekbe,  || de nem  [[volt ]]  haszna,  || porrá tették,  || s ölték a fejér népet is.  || 
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ollai Uram viseli magát,  || mintegy másfél@ ezered magával  [[volt, ]]  igen finum, válogatot régi kurucokkal.  || 
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Hanem épen az enyedi égetéskor nem  [[volt } ott,  || töb hadak elejbe ment {volt.  ||]]  
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Aminthogy Ollai Uram az lovassát az elmúlt napokban máshuva küldvén,  ||az gyalogján, || ki is alig  [[volt ]]  300,  ||a jova rajta ment tarackokkal, || de szégyennel kellet viszamenni.  || 
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kinek büntetése nem  [[volt,  ||}  mégsem szerették,  || afelől az árvák instantiája unalmas {volt,  ||]]  s többet is írhatnék.  || 
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az elmúlt napokba az arena háborgatta  [[volt,  ||]]   de nem súlyosan igen.  || 
Bark. 24.	1704-04-12	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Édes Szívem, azt bánom leginkáb,  || hogy Kegyelmed oly igen aprehendálja ezen dolgot,  || holot akármely tanult hadi emberek eleibe terjesztetik is,  || ha úgy  [[volt,  ||]]   az mint Gencsi Uram beszélli,  || nem okozza Kegyelmedet.  || 
Bark. 24.	1704-04-12	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Gencsi Zsigmond csütörtökön érkezet  [[volt ]]  ide igen sietve,  || akart viszamenni annál inkáb.  || 
Bark. 24.	1704-04-12	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	[[ Volt ]]  volna gondom reá,  || de semmit sem is kaphatni,  || s nincs is kivel munkálódtatni.  || 
Bark. 25.	1704-04-17	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kinek az katonáktul is végére menvén,  || jóllehet sokan simítják,  ||de || úgy látom,  ||az ő hazavágyások  [[volt ]]  oka. || 
Bark. 25.	1704-04-17	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Aminthogy Kegyelmedet senki sem okozza ugyan,  ||de@ || hogy fő  [[volt,  ||]]   aki úgy nem tudja,  ||csak Kegyelmedre vet. || 
Bark. 25.	1704-04-17	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	Viszocsányi || nem tudom,  ||meddig ment  [[volt ]]  társaival edgyüt, || elég az,  || feljöt Váradra,  || már onnat is kijöt.  || 
Bark. 25.	1704-04-17	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Most is azon akadályoskodik Gencsi Uram,  || valamely Kokas István nevű hadnagya  [[volt ]]  Ibrányi Uramnak,  || ő Kegyelme is el akar menni,  || s amaz sem bocsátja.  || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Örömest azt lovon küldtem volna konyhakocsinak,  || de a lehozot szekeres lovakhoz nem lévén szerencsém,  || nem  [[volt ]]  mint küldenem.  || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ménlovak is azok,  || nem alkalmatosok,  || az régieken járok mostan is,  ||s || az mely pejeket Kovács János lehozot  [[volt  ||]]  s azok szükségesek. || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Csudálom, Szívem,  || hogy magának való úri alkalmatosságok kitöltek  [[volt,  ||]]   s az miséhez való ki nem tölt.  || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	Itt nem tudván hova tennem, || az kiknek conventiója nem  [[volt ]]  is,  ||elküldtem. || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	Szűts Gergely is, || nemhogy az előtti restantiát szedné,  || de || akit azolta árult is,  || kirül erős parancsolatja  [[volt,  ||]]   hitelbe ne osza,  ||annak az árát sem adja. || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Elhittem, || hogy Ötvöst meglátta,  || a gutta hogy meg nem ütötte,  || még a jószágot is fellázasztotta  [[volt,  ||]]   s elhitette magával,  || hogy megfogatom.  || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Vádolta az lelkiismeret,  || maga bizony gondolatomba sem  [[volt.  ||]]   
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én ugyan még tegnap vettem a Kegyelmed levelét,  ||de || minthogy itten a rác gyülekezetinek híre foly,  ||arra nézve Bóné Uramhoz küldöttem  [[volt ]]  hírt tudni, || s azon emberemet vártam,  || hogy Kegyelmednek, Édes Szívem, innét is valamely bizonyost írhassak.  || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Maga megolvasta a rabokat az emberem,  || de én annak sem adtam  [[volt ]]  egész hitelt.  || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az elmúlt héten is hajtott  [[volt } Bóné Uram Várad alól mintegy 450 marhát ezen kívül.  || S a Körösnek ugratta volt a labancokat,  || mind felverték {volt ]] Micskét.  || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az erdőkön békével bementek  [[volt ]]  akkor a labancok,  ||s || utánok menvén akkor is Bóné Uram,  || hogy velök szembe nem akadt,  ||a marhájokat hajtotta el. || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kegyelmed elébbi levelét is, Édesem, vettem  [[volt,  ||}  kit már indulása után írt {volt,  ||]]  s elolvasván, meg is értettem.  || 
Bark. 30.	1704-09-06	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Annak márpedig elég nagy  [[volt ]]  az híre itten.  || 
Bark. 30.	1704-09-06	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kegyelmed, Szívem, azt írja,  || csak két paripával rekedt  [[volt ]]  odaáltal,  || ide azt sem hoztak kettőnél töbet,  || s el sem adtak egyet is,  || se lúra való szerszámot, pallost, hegyes@ tőrt,  || aminthogy két paripán nem sok maradhatot odaáltal.  || 
Bark. 30.	1704-09-06	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Megláthatja Kegyelmed, Szívem, az lajstrombul  || s tudósítson:  || ha nem  [[volt,  ||}  had legyen,  || ha {volt,  ||]]  had kérhessem elő.  || 
Bark. 30.	1704-09-06	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Örökké szerencsénk vala ahoz,  ||hogy || amink  [[volt,  ||]]  örökké töbnek hirdesék, || de most irigylik is sokan.  || 
Bark. 30.	1704-09-06	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 A régi lajstromokot is mind elküldtem, Szívem,  || minthogy írta  [[volt } Kegyelmed,  || hogy nem vette,  || akit azelőt is elküldöttem {volt,  ||]]  de ez bizonyosab alkalmatosság.  || 
Bark. 30.	1704-09-06	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amint itt voltam  || s vagyok,  || Peti szóval mind megbeszélheti,  || mivel mindenüt velem  [[volt.  ||]]   
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	A munkácsi dolog, || elhittem, ||edig van hírével Kegyelmednek, || ki is egészlen Crajcz rab generál és Tolvaj Gábor dolga  [[volt.  ||]]   
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Tolvaj Gábor 10000 aranyat igírt  [[volt ]]  a császár képébe,  || az ki főb let volna köztök,  || azon kívül minden prédát az magyar hajdúknak,  || aki ben van.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Detrik Hevesen szállot  [[volt ]]  meg.  || Kérte Zsigót,  || ne pusztítsa a jószágot,  || ha Isten Kegyelmednek adta is.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az mint írtam  [[volt ]]  Kegyelmednek, Szívem,  || Kassán nem ártana egy szállást szerezni.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Egy eskető parancsolatrul is írtam  [[volt,  ||]]   mert csak mondjuk,  || itt is, amott is van holmi portékám,  || hadd hajtanám végére.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az órákot, Szívem, elfelejtettem  [[volt,  ||]]   gondolom, || elvitte a német magával.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	A nagyobbat, || kit Tormás István hozot  [[volt,  ||]]  500 tallérra becsülték Szakmárt. || 
Bark. 33.	1705-03-06	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 !Máskint is igen drágán mondja,  || hogy adot mindent,  || nem úgy,  || amint a Kegyelmed lajstromába  [[volt.  ||]]   
Bark. 35.	1705-03-30	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ezen levelet elküldöttem  [[vót ]]  Nemes Bereg vármegye követjétül,  || hogy postára adja,  || de viszatért.  || 
Bark. 35.	1705-03-30	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Pápai Uram ide alá lévén,  || Olcsvára jöt  [[volt ]]  hozzám.  || 
Bark. 35.	1705-03-30	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	De || ha úgy van,  ||nem szükség  [[volt ]]  rajta kapni, || mert azt mondja Pápai Uram,  || a kalpagot adta floreni 5.50, az alávaló csizmát 7 máriáson, s a karmasin@ csizmát 10 máriáson  || s úgy egyebeket is,  || kiket itt némelyiket ocsóbban is megvehetni.  || 
Bark. 35.	1705-03-30	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kegyelmed leveleit pedig mutatta,  || de abba nem  [[volt ]]  ára szakasztva,  || s az Méltóságos Fejedelem is csak maga méltóságát tekintvén vetette meg,  || másként rajta hatta volna.  || 
Bark. 36.	1705-03-31	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Tudom, || !Kegyelmed szembe lévén a Méltóságos Fejedelemmel, alkalmasint észrevehette, Kegyelmedhez való gratiáját  || miben legyen.  || Tudom, || féltébe nem mutatta máskint magát ő Nagysága,  || az mint belől  [[volt,  ||]]   nem is bírván oly lelkiismerettel,  || mint sokak.  || 
Bark. 37.	1705-04-11	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amint írja debreceni bíró uram,  || ott egészlen a  [[volt ]]  a híre,  || hogy maga is vagy rabbá, vagy másként eset Kegyelmed.  || 
Bark. 37.	1705-04-11	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Tudom, || a színe  [[volt ]]  ott a hadaknak,  || s ezután megint elhittem,  || Kegyelmed okoztatik vagy vigyázatlanságal, vagy másképpen.  || 
Bark. 37.	1705-04-11	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Csak megvallom,  || nagy nehézségemre  [[volt ]]  Kegyelmed mostani általmeneteli.  || 
Bark. 38.	1705-04-18	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Édes Szívem, hogy Kegyelmednek gonosz akarói nem szünnek lenni,  || egyébnek nem tulajdonítom,  || hanem Isten ostorának,  || mert eleitül fogva így  [[volt.  ||]]   Példa csak a Nagy Gecivel való dolog.  || 
Bark. 38.	1705-04-18	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én azt, Szívem, még akkor megírtam,  || ha emlékezik Kegyelmed reá,  || hogy csak attul félek,  || az Dunán való általmenetel nem esik böcsületire.  ||Mivel, || ha Isten szerencsét ad,  ||irígyi szaporodnak || s más bestelenségbe keverik,  || ha veszt,  || aminthogy elgondolható  [[volt,  ||]]   úgy is okozni fogják,  || de már az megvan.  || 
Bark. 38.	1705-04-18	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amikrül én jedzést adtam  [[volt ]]  Mihály Diáknak,  || azt kell elékérni,  || mert azolta is nem tudósított felérül is,  || amit rábíztam.  || 
Bark. 38.	1705-04-18	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az Méltóságos Fejedelem gratiája lejöt ugyan Romocsa Uramra,  || amely Februariusba resolváltatot,  || martiusba expediáltatot,  || Aprilisbe eset megadnom,  || amelynek eddig is semmi sikere nem  [[volt,  ||]]   jóllehet igíret megvolt,  || s a parancsolat is megvolt Urunktul is.  || 
Bark. 38.	1705-04-18	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Való ugyan,  || ez a szerencsétlen hír érkezvén,  || osztán nem is urgeáltam,  ||minthogy, || ahogy írtam  [[volt ]]  is Kegyelmednek,  ||a sok rosz emberek notába is vették Kegyelmedet, || hogyha levele jő,  || mind kérésbül ál.  || 
Bark. 38.	1705-04-18	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	De || ha semmi benne nem telik,  || amint a parancsolat bizonyos,  || hogy jól  [[volt,  ||]]   ha Pápai Uram szóval mást nem mondott:  || ha Kegyelmed megengedi.  || Már alkalmasint észrevehette,  || Hevesnek mi jövedelme vagyon.  ||Én inkább megkínálnám viszaadásával az Méltóságos Fejedelmet, || csak itt tartásomrul lenne provisio,  || mert bírásához kevés reménségem.  || 
Bark. 39.	1705-04-23	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Isten akaratja  [[volt ]]  bizonyos és bölcsessége szerint való okokra nézve vagy ostorul vagy próbául.  || 
Bark. 40.	1705-05-01	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az Kegyelmed levelét szeretettel vettem.  || Edig is Kegyelmedtül vártam,  || mert mindjárt készen  [[volt ]]  mind az asztalra való, s mind az ágyra való,  || ami hamarjába kitelhetet.  || 
Bark. 40.	1705-05-01	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az kárpitdarabok nincsenek velem,  ||azért || aminemű matrac itt  [[volt,  ||]]  azt elküldöttem a sézával edgyüt. || 
Bark. 41.	1705-05-07	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 De már mászor ar{\...}a tartok a Kegyelmeddel való szembe lételre,  || amikor másként foly a szerencse,  || mint Kegyelmed Prinz Lojival Várad alat egykor azért nem kívánt  [[volt ]]  szembe lenni.  || 
Bark. 41.	1705-05-07	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 A zöld mentérül nem parancsolt Kegyelmed, Lelkem,  || ha aranyfonál gombokkal s gombszárakal hamarjába megcsináltassam-é,  || amint írtam  [[volt?  ||]]   
Bark. 41.	1705-05-07	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Való ugyan,  || azt írta  [[volt ]]  Kegyelmed,  || hogy egy rendbeli köntöse megmaradt.  || 
Bark. 43.	1705-05-14	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Egynéhány levelembe írtam  [[volt, ]]  hol mirül Kegyelmednek,  || nem tudom,  || vehette-e. || 
Bark. 43.	1705-05-14	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Beregszászba is szálítattam  [[volt ]]  e télen,  || az sem költ el,  || a búza bű lévén.  || 
Bark. 43.	1705-05-14	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Varga Mihály kérte  [[volt ]]  meg azelőt tőllem.  || 
Bark. 43.	1705-05-14	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Rész@ szerint ígíretet tettem  [[volt ]]  neki  || s rá is küldtem,  || s úgy tudtam meg,  || hogy másnak adta Kegyelmed,  || különben nem.  || 
Bark. 44.	1705-05-20	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Mást is mondot  [[volt ]]  Kegyelmed,  || azt !kén előszerzeni,  || mert az átkozot négyesbe sem tud menni.  || 
Bark. 44.	1705-05-20	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 {\!lat!P.S.} Az lovakot Hevesre edig is elküldtem volna,  || de mellettem cseléd nem lévén,  || nem  [[volt ]]  kitül.  || 
Bark. 44.	1705-05-20	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	Aminthogy én, || akor  [[volt } már majd két hete,  ||semmi levelét Kegyelmednek nem vettem {volt, ||]]  Lacirul sem tudtam semmit.  || 
Bark. 44.	1705-05-20	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	Én pedig, || úgy tudom,  ||ötöt is írtam  [[volt, ||]]   
