txtid	date	year	settlement	county	from	to	soc.stat	hit
Bark. 19.	1704-01-25	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Pápai Uram, ha panaszt tenne,  || úgy adja Kegyelmed Szívem,  || akárkié volt,  || csak elvitték volna már,  || aminthogy Szabolcs vármegye  [[kaszáltatot  volt ]] ő Kegyelme számára.  || 
Bark. 20.	1704-03-13	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Portára  [[mentek  volt.  ||]]  
Bark. 21.	1704-03-28	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kovács János is odavesze,  || Hevesre elibe  [[küldtem  volt.  ||]]  
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Most is nagy panasz van reá,  || fenyegetik az Guti példájával,  || kit széllyelvagdaltak,  || mivelhogy Enyedre menvén a német,  || megviték estvefelé a hírét,  || s lehetetlennek mondta,  || s másnap már az nap is  [[feljöt  volt,  ||]]  hogy utánna mentek.  || 
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Hanem épen az enyedi égetéskor nem volt ott,  || töb hadak elejbe  [[ment  volt.  ||]]  
Bark. 22.	1704-03-31	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az elmúlt napokba az arena  [[háborgatta  volt,  ||]]  de nem súlyosan igen.  || 
Bark. 24.	1704-04-12	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Gencsi Zsigmond csütörtökön  [[érkezet  volt ]] ide igen sietve,  || akart viszamenni annál inkáb.  || 
Bark. 25.	1704-04-17	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	Viszocsányi || nem tudom,  ||meddig  [[ment  volt ]] társaival edgyüt, || elég az,  || feljöt Váradra,  || már onnat is kijöt.  || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ménlovak is azok,  || nem alkalmatosok,  || az régieken járok mostan is,  ||s || az mely pejeket Kovács János  [[lehozot  volt  ||]] s azok szükségesek. || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Csudálom, Szívem,  || hogy magának való úri alkalmatosságok  [[kitöltek  volt,  ||]]  s az miséhez való ki nem tölt.  || 
Bark. 28.	1704-05-14	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Elhittem, || hogy Ötvöst meglátta,  || a gutta hogy meg nem ütötte,  || még a jószágot is  [[fellázasztotta  volt,  ||]]  s elhitette magával,  || hogy megfogatom.  || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én ugyan még tegnap vettem a Kegyelmed levelét,  ||de || minthogy itten a rác gyülekezetinek híre foly,  ||arra nézve Bóné Uramhoz  [[küldöttem  volt ]] hírt tudni, || s azon emberemet vártam,  || hogy Kegyelmednek, Édes Szívem, innét is valamely bizonyost írhassak.  || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Maga megolvasta a rabokat az emberem,  || de én annak sem  [[adtam  volt ]] egész hitelt.  || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az elmúlt héten is  [[hajtott  volt ]] Bóné Uram Várad alól mintegy 450 marhát ezen kívül.  || S a Körösnek ugratta volt a labancokat,  || mind {felverték volt }Micskét.  || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az erdőkön békével  [[bementek  volt ]] akkor a labancok,  ||s || utánok menvén akkor is Bóné Uram,  || hogy velök szembe nem akadt,  ||a marhájokat hajtotta el. || 
Bark. 29.	1704-05-11	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kegyelmed elébbi levelét is, Édesem,  [[vettem  volt,  ||]]  kit már indulása után {írt volt,  ||} s elolvasván, meg is értettem.  || 
Bark. 30.	1704-09-06	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kegyelmed, Szívem, azt írja,  || csak két paripával  [[rekedt  volt ]] odaáltal,  || ide azt sem hoztak kettőnél töbet,  || s el sem adtak egyet is,  || se lúra való szerszámot, pallost, hegyes@ tőrt,  || aminthogy két paripán nem sok maradhatot odaáltal.  || 
Bark. 30.	1704-09-06	1704			Barkóczy Krisztina	Károlyi Sándor	nemes	 A régi lajstromokot is mind elküldtem, Szívem,  || minthogy  [[írta  volt ]] Kegyelmed,  || hogy nem vette,  || akit azelőt is {elküldöttem volt,  ||} de ez bizonyosab alkalmatosság.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Tolvaj Gábor 10000 aranyat  [[igírt  volt ]] a császár képébe,  || az ki főb let volna köztök,  || azon kívül minden prédát az magyar hajdúknak,  || aki ben van.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Detrik Hevesen  [[szállot  volt ]] meg.  || Kérte Zsigót,  || ne pusztítsa a jószágot,  || ha Isten Kegyelmednek adta is.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az mint  [[írtam  volt ]] Kegyelmednek, Szívem,  || Kassán nem ártana egy szállást szerezni.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Egy eskető parancsolatrul is  [[írtam  volt,  ||]]  mert csak mondjuk,  || itt is, amott is van holmi portékám,  || hadd hajtanám végére.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az órákot, Szívem,  [[elfelejtettem  volt,  ||]]  gondolom, || elvitte a német magával.  || 
Bark. 32.	1705-03-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	A nagyobbat, || kit Tormás István  [[hozot  volt,  ||]] 500 tallérra becsülték Szakmárt. || 
Bark. 35.	1705-03-30	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ezen levelet  [[elküldöttem  vót ]] Nemes Bereg vármegye követjétül,  || hogy postára adja,  || de viszatért.  || 
Bark. 35.	1705-03-30	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Pápai Uram ide alá lévén,  || Olcsvára  [[jöt  volt ]] hozzám.  || 
Bark. 38.	1705-04-18	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amikrül én jedzést  [[adtam  volt ]] Mihály Diáknak,  || azt kell elékérni,  || mert azolta is nem tudósított felérül is,  || amit rábíztam.  || 
Bark. 38.	1705-04-18	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Való ugyan,  || ez a szerencsétlen hír érkezvén,  || osztán nem is urgeáltam,  ||minthogy, || ahogy  [[írtam  volt ]] is Kegyelmednek,  ||a sok rosz emberek notába is vették Kegyelmedet, || hogyha levele jő,  || mind kérésbül ál.  || 
Bark. 41.	1705-05-07	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 A zöld mentérül nem parancsolt Kegyelmed, Lelkem,  || ha aranyfonál gombokkal s gombszárakal hamarjába megcsináltassam-é,  || amint  [[írtam  volt?  ||]]  
Bark. 41.	1705-05-07	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Való ugyan,  || azt  [[írta  volt ]] Kegyelmed,  || hogy egy rendbeli köntöse megmaradt.  || 
Bark. 43.	1705-05-14	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Egynéhány levelembe  [[írtam  volt, ]] hol mirül Kegyelmednek,  || nem tudom,  || vehette-e. || 
Bark. 43.	1705-05-14	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Beregszászba is  [[szálítattam  volt ]] e télen,  || az sem költ el,  || a búza bű lévén.  || 
Bark. 43.	1705-05-14	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Varga Mihály  [[kérte  volt ]] meg azelőt tőllem.  || 
Bark. 43.	1705-05-14	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Rész@ szerint ígíretet  [[tettem  volt ]] neki  || s rá is küldtem,  || s úgy tudtam meg,  || hogy másnak adta Kegyelmed,  || különben nem.  || 
Bark. 44.	1705-05-20	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Mást is  [[mondot  volt ]] Kegyelmed,  || azt !kén előszerzeni,  || mert az átkozot négyesbe sem tud menni.  || 
Bark. 44.	1705-05-20	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	Aminthogy én, || akor volt már majd két hete,  ||semmi levelét Kegyelmednek nem  [[vettem  volt, ||]]  Lacirul sem tudtam semmit.  || 
Bark. 44.	1705-05-20	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	Én pedig, || úgy tudom,  ||ötöt is  [[írtam  volt, ||]]  
Bark. 46.	1705-05-?22	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Úgy tudom,  || Ramocsa Uram írt,  || engem is  [[kért  volt ]] a kisaszony iránt,  || jóllehet, a változó időre nézve, alkalmatosságom sem volna,  || de az hitire nézve, s nagy árvaságát tekintve, mégis kezemhez vettem volna magam nagy alkalmatlanságával is,  || de bizony, aminémű tudatlannak mondják,  || minden módon találnak dolgot vélle,  || akiknek csak ara szokot is gondjok lenni.  || 
Bark. 46.	1705-05-?22	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amint ő Kegyelme mondja,  || az a telek Vaÿ Uramtul törvéntelen vétetődvén el,  || viszafoglalta Kegyelmed írására,  || !s engedelem szerint, elhiszem,  || megengedi. ||Az kéneső iránt || valamint tudtam,  || [[ megtanítottam  volt,  ||]] mikint cselekedjék, || de csak püf let járásábul.  || 
Bark. 47.	1705-05-27	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Három pár rézdobot  [[küldtem  volt ]] Munkácsra,  ||ketteit, || úgy mondják,  ||elhozták a cselédink. || 
Bark. 47.	1705-05-27	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amit Olcsvárul indulván vetetet Kegyelmed,  || nincs nálam felírva,  || azokot nagyrészint Munkácsrul  [[hozták  volt.  ||]]  
Bark. 47.	1705-05-27	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Korántsem ad aszerint választ,  || amint jedzésbe  [[feltettem  volt.  ||]]  
Bark. 48.	1705-05-31	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Mihály Deákot egyébre nem  [[kívántam  volt,  ||]]  hanem hogy a hevesi dologrul bőveb informatiót vehessek,  ||de már a lovakot felküldvén, mindenekrül, || úgy hiszem,  ||fog tudósítani. || 
Bark. 49.	1705-06-03	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 {\!lat!P.S.} Az salánki oroszoknak valami harangot  [[ígért  volt ]] Kegyelmed, Édesem.  || 
Bark. 50.	1705-06-08	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Más vármegyébe is lévén,  [[írtam  volt ]] Galambos Uramnak irántok,  ||de || úgy látom,  ||tart, || mivel azt írja,  || Vaji Uramba bíznak,  || hanem Kegyelmed commisióját kívánja.  || 
Bark. 51.	1705-06-15	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Nem kevés baj van a ecsedi épétéssel,  || hogy másoknak fizetnek,  || Szakmár vármegyének nem,  || holot nem azoktul tudódik le,  || akik adósok voltak,  || hanem akik  [[befizették  volt,  ||]]  és a németnek most egyiránt dolgoznak.  || 
Bark. 52.	1705-06-19	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Azért esik nehezen,  || mert nem volt mindenik restantiarius,  || amiért azt  [[felkérték  volt ]] akor.  || 
Bark. 55.	1705-06-15	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én ugyan a gyermekhozás állapotjára nézve Istenem jóvoltábul oly bajomot nem érzem,  ||hanem a harmadnapi hideglelés és az hurut, || ki még az eléb  [[eset  volt ]] reám,  ||már annál súlyosabban vagyon. Retenetes nagy hévségel aznap és azon éjel, úgy, || hogy majd eszemen is ollyankor alig vagyok.  || 
Bark. 56.	1705-08-13	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Csak a scofiomba meg ne fogyatkoznám,  || kirül ennek előtte  [[írtam  volt ]] debreceni bíró uramnak.  || 
Bark. 56.	1705-08-13	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ami dirib-darab ezüst volt körülöttem,  || Domahídi Lászlótul  [[elküldtem  volt.  ||]]  
Bark. 56.	1705-08-13	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Irinyi  [[idejöt  volt,  ||]]  kereste Kegyelmedet,  || a gutta, hogy meg nem üti.  || 
Bark. 56.	1705-08-13	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Épen a felsőn volt,  || mikor Károlyba látni  [[ment  volt.  ||]]  
Bark. 58.	1705-06-24	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 De arul sem  [[értettem  volt ]] semmi bizonyost,  || hogy a harctul fogva híjták-é Kegyelmedet,  || sőt azt sem tudom,  || akor mi formába eset a dolog.  || 
Bark. 59.	1705-08-28	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	A portai cafragot elkészítsem-é, || kit Jékei utóbb  [[lehozot  volt,  ||]]  mikor Mihály Deákal lejöttek,  ||úgy az arannyal vert övet? || 
Bark. 59.	1705-08-28	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ajánlotta ugyan magát Pápai Uram,  || [[ írtam  volt ]] iránta,  || de Kegyelmed se felejtse.  || 
Bark. 65.	1705-09-10	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	Szegény Laci, || amint a más levelébe  [[tudakozta  volt ]] Kegyelmed,  ||nem maga írta a levelet, || hanem akarta  || s {kezdte volt }is talám.  || 
Bark. 65.	1705-09-10	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Minekelőtte Kegyelmed írt az Aszonyra eset soldos iránt, Palocsai Uramot requirálván,  || [[ elengedte  volt,  ||]]  de semmit nem emlékezvén,  || hogy parancsolatja volt rá,  || magának vette a dícsíretet.  || 
Bark. 67.	1705-09-15	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Azmint  [[megírtam  volt,  ||]]  s az lajstromot is elküldtem Salánkrul,  || micsodásokot hozatok.  || 
Bark. 67.	1705-09-15	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az ezüstözni való szerszámot nem hozta le Fogarasi,  || az mint  [[írta  volt ]] Kegyelmed.  || 
Bark. 67.	1705-09-15	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Csudálkozom az Pateren,  || hogy egy vakarítást sem ír,  || amit ő Kegyelmére  [[bíztam  volt.  ||]]  
Bark. 67.	1705-09-15	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Nagyszombatba is  [[írtam  volt ]] utánna,  || bizony nem tisztességes állapot,  || hogy restelli.  || 
Bark. 68.	1705-09-16	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 A só dolga mint ment végbe,  || örömest tudnám,  || kit hitelbe  [[vett  volt ]] Kegyelmed,  || mert azt is kérték,  ||s || ha@ csak suspendáltatik,  ||olykor szorítnak rá, || mikor rosz kedvek lesz.  || 
Bark. 69.	1705-09-19	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 hogy  [[megáztatták  volt,  ||]]  s vizessen tették le.  || 
Bark. 69.	1705-09-19	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 Már mértéket sem  [[vettem  volt,  ||]]  hanem a zöldnek vetettem.  || 
Bark. 69.	1705-09-19	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	[[ Ígírtem  volt ]] keszkenőt,  || nem küldhettem,  || most nem lévén körülöttem.  || 
Bark. 73.	1705-10-02	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	 A baktaiakkal perelni nem is  [[írtam  volt,  ||]] hanem, Szívem, || hogy az Úr meg ne nehezteljen,  ||akartam volna ő Kegyelmének hírt adni, s informálni Kegyelmed által és az Úrtul satisfactiót kérni. || 
Bark. 74.	1705-11-01	1705			Barkóczy Krisztina	Károlyi Sándor	nemes	Bercsényi Uram, || úgy látom én,  ||Ember Pál formájára || (ki a sententiázot emberre annyira  [[megkívántatta  volt ]] a menyországot,  || hogy a gratiát nem akarta venni)  ||tud biztatni. || 
Bark. 78.	1706-01-31	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Mikor Várdába  [[futottam  volt,  ||]]  ő volt a kapitány,  || s azért ír nekem,  || hogy akkor {ösmerkedett volt }meg.  || 
Bark. 80.	1706-02-02	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Igazán az stíriai órába  [[tölt  volt ]] kedvem,  || s annak is vége lesz,  || mert én egy pontot sem tudok hozzá.  || 
Bark. 83.	1706-??-??	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Csak éppen azért  [[írtam  volt,  ||]]  hogy Kegyelmed is ne gondolja,  || hogy nyavalyájára nézve is szánnám fáradságomat,  || vagy hogy itten könnyen mulatnám.  || 
Bark. 84.	1706-03-29	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Azt  [[írta  volt ]] az Aszony,  || hogy arul írt volna Dolhai Uram,  || hogy az széképétés lenne meg az vármegyébe,  || s megint azt,  || hogy Vaÿ Uram minden tiszteket változtatot Pap Mihályon kívül.  || 
Bark. 84.	1706-03-29	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 A pecsétje is pedig  [[öszeromlot  volt ]] az úton.  || 
Bark. 85.	1706-04-08	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Hadadinak beszéde véghetetlen, Édes Lelkem,  || a Dunán túl létébe Kegyelmed nyerességének egynehány százezerekre  [[ment  volt ]] a híre,  || de nem hiszem,  || hogy most Hadadi miliókra ne terjesze,  || ha úgy foly,  || amint csak itt is híresítette.  || 
Bark. 85.	1706-04-08	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 azok igen felette hitvánok lévén,  || akiket a télen  [[hajtatot  volt ]] Kegyelmed.  || Továb mit parancsol Kegyelmed iránta?  || 
Bark. 85.	1706-04-08	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Egyebekrül is  [[írtam  volt ]] egyszer is,  || mászor is,  || kire még választ nem vehettem.  || 
Bark. 85.	1706-04-08	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 A Bertóti Ferenc Uram levelét  [[elküldtem  volt ]] Kegyelmednek,  || az mely bársont számomra vet,  || mennyi az ára,  || elfelejtettem. || 
Bark. 86.	1706-04-17	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	[[ Elrendeltem  volt ]] már az bijalokot,  || ha csak mi pihenésünk lehetne is,  || jó módjával elrendelném.  || 
Bark. 86.	1706-04-17	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 A német szót, Szívem, úgy tanulja Kegyelmed,  || úgy ne járjon,  || mint Domahídi Miklós Uram,  || mikor a török szót tanulta,  || [[ eltörte  volt ]] a lábát,  || kirül verseket is {csináltak volt.  ||} Tudja Domahídi László Uram.  || 
Bark. 86.	1706-04-17	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Azt  [[mondta  volt ]] Kegyelmed, Édesem,  || már el van végezve,  || hogy aszonyembert ne fogjanak.  || 
Bark. 87.	1706-04-21	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az első parancsolatját szombaton  [[vettem  volt ]] Kegyelmednek,  || s mindjárt hétfőn megindítottam volna,  || de csak 2000 forint lévén velem,  || Kegyelmed pedig sokat parancsolt,  || s annak szerzésébe munkálódtam volna,  || mikor újonnan a másikot vettem.  || 
Bark. 95.	1706-05-?13	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	[[ Ráírtam  volt ]] Szerencsire,  || mi választ adot, abban a részbe,  || párba megküldöttem.  || 
Bark. 95.	1706-05-?13	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 S úgy  [[írtam  volt ]] Dolhai Uramnak,  ||hogy || ha ki nem adja,  ||mindjárt szolgabíróval kéresse. || 
Bark. 96.	1706-05-15	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Emberemet is  [[küldtem  volt,  ||]]  viszaküldte Orosz Pál Uram, felvállalván.  || 
Bark. 96.	1706-05-15	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Egynéhányat  [[kiadtak  volt ]] Kegyelmed commissiója mellet abbul, nem tudván,  || hogy nem magunké.  || 
Bark. 96.	1706-05-15	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én pedig koncipiáltatván,  [[elküldtem  volt.  ||]]  
Bark. 96.	1706-05-15	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az vármegyét  [[találtam  volt ]] megterheltetések iránt.  || 
Bark. 98.	1706-05-22	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	Már alkalmas ideje, Édesem, || úgy tudom,  || [[írtam  volt ]] Kegyelmednek, || amely Vízaknai nevű doktort commendálták vala Szebenbe,  || aki Balku Pált is meggyógyította,  || hogyha valami módon kieresztené Rabbutin,  || bárcsak egy bizonyos helyre,  || de, Édesem, semmi választ Kegyelmedtül iránta nem vettem.  || 
Bark. 100.	1706-05-27	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Dolhai Úrhoz Kegyelmed levelével  [[elküldtem  volt, ]] Édesem.  || Dolhán nem lelvén az urat,  || viszatértek Salánkra.  || 
Bark. 100.	1706-05-27	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Hanem Hevesre írtam,  || s még akor is  [[meghadta  volt ]] Eötvös Uram,  || hogy a tősérekkel beszéljenek  || – esvén akor ott Gyöngyös táján egynéhány derék vásár –,  || hogyha címeres ökrököt szerzünk közzé,  || fejér pínzt adnak-e érte?  || 
Bark. 101.	1706-05-28	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Debrecenbe is árestomba  [[hánták  volt ]] a mesterembereket,  || hogy nem siettek.  || 
Bark. 102.	1706-05-29	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Valóba jó,  || hogy nusztot is küldöt,  || azt nem is  [[írtam  volt.  ||]]  
Bark. 103.	1706-05-29	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az Aszony levele {\!lat!8. Maii} költ,  || de a cédulácskának nincs dátumja.  || Úgy írja abba:  || Hétfün  [[bementem  volt ]] s a töbi.  || 
Bark. 103.	1706-05-29	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az törököt  [[ideküldte  volt ]] Dobozi Uram,  || én nem adtam oda neki a kénesőt.  || 
Bark. 103.	1706-05-29	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az marhákrul, Édesem, én úgy  [[parancsoltam  volt,  ||]]  ha az vásárokba fejér pénzen eladhatni,  || Heves táján csak adják el.  || Mivel úgy mondta Almási,  || néha vesznek most is a Dunán túl valók.  || 
Bark. 103.	1706-05-29	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	 Pínz ugyan feles, Szívem, nem is volt körülöttem,  || de meg is  [[írtam  volt,  ||]]  csak maga szükségére küldtem Kegyelmednek,  || mert aranyon sem akarnám én elcserélni a fejér pínzt.  || 
Bark. 103.	1706-05-29	1706			Barkóczy Krisztina	Károlyi Sándor	nemes	Rézpínzt, || maga  [[írta  volt ]] Kegyelmed,  || már hogy fizetését felveszi,  ||ne küldjek. || 
