txtid	date	year	settlement	county	from	to	soc.stat	hit
Bark. 164.	1707-05-03	1707			Barkóczy Krisztina	Károlyi Sándor	nemes	[[ Írtam  vala ]] Kegyelmednek a szegíny Ferusom felől,  || de tegnap újonnan megnehezedet,  || mint azelőt volt.  || 
Bark. 167.	1707-07-??	1707			Barkóczy Krisztina	Károlyi Sándor	nemes	 Mit  [[írt  vala ]] nekem Bagosi Uram,  || Kegyelmed megláthatja.  || 
Bark. 186.	1708-06-30	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Mostan is mészért küldtem volt,  || amint  [[írtam  vala ]] Kegyelmednek,  || s hajdúkot vellek,  || hogy jól megrakják a szekereket,  || de azokra nem hajtván, egy-egy keveset raktak,  ||sőt, || akit raktak is,  ||az úton lehánták, || s oly szerencséjek volt,  || mikor ünnepnap a templomba voltunk,  || akor érkeztek,  || s adig le is hányván, elmentek.  || 
Bark. 186.	1708-06-30	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az tornyot épen csak az elmúlt héten  [[kezdte  vala ]] gömbölyíteni belől,  ||de || az egész téglák elfogyván,  ||nem dolgozhatot rajta. || 
Bark. 188.	1708-07-01	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Épen, Édesem, annyira  [[elmerültem  vala ]] a szorgalmatosságba,  || hogy Matusalem sem jobban,  || de az Úristen oly égszakadásal ostoroz bennünket,  || hogy nemhogy a munkában mehetnénk elől,  || de csak maradhassak itt.  || 
Bark. 188.	1708-07-01	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 De tegnap délig  [[megpróbáltattam  vala:  ||]]  3 téglavetőt 8 rab győzöt el,  || de bezzeg {szaporodot vala }is az tégla.  || Hanem már az eső meg semmivé tette,  || mert szörnyű nagy eső eset.  || 
Bark. 188.	1708-07-01	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	Az krispánszín posztót, || kit Orosz Pálnak küldtünk volt,  || [[viszahozta  vala ]] Gyulai, az inas. || 
Bark. 190.	1708-07-07	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	Az Ibrányi Kisasszonyt, Édesem, || amint már azelőtt is  [[megírtam  vala,  ||]] Ramocsa Uramnak örömest kihozatnám, || csak öregasszonyom lenne körülöttük,  || aminthogy csak az Isten tudja,  || a magamé is hogy van,  || senkitül nem függvén.  || 
Bark. 194.	1708-07-18	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	[[ Megijedtem  vala ]] az Fejedelem levelén,  || hogyha a tarsolybul kivették,  || de ottan megtaláltam,  || s ím pariáltatván, megküldöttem.  || 
Bark. 195.	1708-07-21	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én ugyan nem  [[javallottam  vala ]] a Kis Mihály hozta bort oly messze küldeni,  || reménlem, || hogy ott közelebb is találni korcsmára valót.  ||De || amint Erős Uram levelébül értem,  ||Kegyelmed parancsolatjábul meg fogja indíttatni. || 
Bark. 197.	1708-07-25	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Borokot én venni parancsoltam,  || már anyival inkáb szorgoztatom,  || mert edig én ara bíztam,  ||hogy || Somlyó és Zilaj tájéka közeleb lévén,  ||ot elég bort  [[írt  vala ]] Kegyelmed lenni. || 
Bark. 198.	1708-07-30	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 E napokba a szelektül  [[ijedtem  vala ]] meg.  || 
Bark. 203.	1708-08-??	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én egészlen  [[letettem  vala,  ||]]  itt a pínz,  || mennyinek találtatot a marha ára,  || de Kegyelmed nem írja, Szívem,  || mennyivel hibáz.  || 
Bark. 205.	1708-08-21	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Radványba  [[elfordultam  vala ]] ugyan,  || de semmi haszonra,  || mert nem mulathattam,  || mások jövén hozzám Kassárul.  || 
Bark. 206.	1708-08-24	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Három papot  [[indított  vala ]] meg az erdélyi püspök Nagyszombatbul,  || hogy Székelyföldére küldje még az veszély előtt,  ||s || már ezen állapotok így lévén,  ||nem tudnak szegények mit csinálni. || 
Bark. 206.	1708-08-24	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 El is  [[indultak  vala ]] Somlyó felé,  || s visszatértek.  || 
Bark. 215.	1708-10-31	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Másik, || aki nagyob,  || úgy  [[végeztük  vala,  ||]]  hogy az ablak is ot legyen  || s egészlen kinyíljék,  || aminthogy töbször nézne ot ki az ember,  || mint kimenne.  || 
Bark. 215.	1708-10-31	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Kegyelmed azt  [[mondta  vala,  ||]]  hogy füstbe ment,  || hacsak az ellenség meg nem gátolja.  || 
Bark. 218.	1708-11-20	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Édes Szívem, a vásárfiát én  [[megvettem  vala.  ||]]  Szép pár nusztokot,  ||de || ha rá nem jöt Kegyelmed,  ||szerencse, || ha valamely kavallérnak nem ajándékozom.  || 
Bark. 218.	1708-11-20	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az kűért  [[eljöttek  vala ]] a szekerek,  || a levelet idehozták,  ||s || míg odaküldtem,  ||a kerek ablakkövet fel is rakták minden kérdés nélkül, || s elvitték.  || 
Bark. 220.	1708-11-24	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az jószágbul a falu bíráit az elijivel az embereknek  [[begyűjtettem  vala,  ||]]  s elejekbe adattam,  || ha Kegyelmed quártélyán lesznek-é,  || de úgy,  || hogy nem úgy,  || mint tavaly,  || mert egyáltaljába oda nem engedi Kegyelmed,  || megveszi rajtok.  || 
Bark. 222.	1708-11-28	1708			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ma veszem levelét,  || kiben írja,  || !reménsége kívül megkönnyebedet Feruska,  || kinek én temetésérül is már  [[disponáltam  vala.  ||]]  
Bark. 225.	1709-02-04	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Hanem ezt akartam Kegyelmednek tudtára adni,  || Kegyelmed úgy  [[mondotta  vala,  ||]]  hogy a Kegyelmed qvartéllya Abaúj vármegyére 70 lóra s száz személyre, vagyis 100 lóra s 70 személyre van adva.  || 
Bark. 227.	1709-02-23	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Addig Domahídi Uram volt mellettem,  || míg Erős Uram  [[haza fordult  vala ]] elsőbe.  || 
Bark. 227.	1709-02-23	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amint magam is írtam volt Kegyelmednek róla,  || hogy Kegyelmed úgy  [[vélte  vala,  ||]]  hogy többrül adott assignatiót,  || s mégis levelemet iránta nem vette.  || 
Bark. 228.	1709-02-25	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Nem is az udvarlás kívánsága szorgoztatott annyira,  || mint az,  || amit  [[említettem  vala ]] Kegyelmednek.  || 
Bark. 230.	1709-03-27	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ecsedbe is  [[elküldtem  vala ]] az orvosért,  || de ki nem jöt.  || 
Bark. 233.	1709-04-06	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 De reám is  [[halasztotta  vala ]] Kegyelmed,  ||de || mivel késtem vélle,  ||hihető, || újobban búsította Kegyelmedet,  || s úgy parancsolt napjába egy pint bort adni.  || 
Bark. 235.	1709-04-19	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Már ugyan félvén a nagy sártul is, ma csak  [[elvégeztem  vala ]] magamba,  || hogy hajón is haza megyek.  || 
Bark. 240.	1709-04-27	1709			Barkóczy Krisztina	Károlyi Sándor	nemes	 Régen Kegyelmed kérdése szerint, én a Hevesen való túrót ide  [[kívántam  vala ]] küldeni,  || ha mód lesz benne.  || Kel a sokféle munkásnak.  || 
Bark. 245.	1710-06-27	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Itt, jóllehet most nem mondanak újab pestiseseket,  || hanem az korcsmárosném holt meg,  || aki tegnapelőt  [[betegedet  vala ]] meg.  || Mindazáltal én csak elvégeztem magamban:  || az olcsvaiakot egészlen általköltöztetem az szállásokra, Apátira.  || 
Bark. 247.	1710-07-01	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	Sem fiamnak, sem leányomnak féltése, || hiszem Istent,  ||nem leszen felettéb, || csak akor jókedvembül  [[írtam  vala ]] Kegyelmednek, Édesem.  || 
Bark. 247.	1710-07-01	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Úgy  [[jöttem  vala ]] szombaton ide,  || hogy ma haza menjek,  || de mindedig is Kegyelmed dispositióit nem vehetvén,  || kit az Aszonyal kellene közlenem,  || itt már meg kel várnom,  || míg érkezik.  || 
Bark. 255.	1710-07-18	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Én már annyira valék,  || hogy csak rakatni akarám szekereimet,  || noha levelemre választ nem  [[vettem  vala ]] Kegyelmedtül ara,  || amelyben clavessel is írtam volt.  || 
Bark. 261.	1710-08-11	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Épen minden dolgokrul most  [[írtam  vala ]] Kegyelmednek,  || abban voltam munkás.  || 
Bark. 264.	1710-08-15	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Újobban a Toroczkai Uram által valóra klavissel  [[tudósítottam  vala ]] Kegyelmedet,  || s ma jó regel meg akarván indítani,  || az tegnap délben költ még it érte,  || s már azt is it hattam.  || 
Bark. 267.	1710-08-24	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Hallernérül is  [[írtam  vala,  ||]]  az mely életet Szakmárt beadot,  || a volt volna az instantiája,  || ha it megadhatnák,  || de Csala Uramnak nincs authoritása rá.  || 
Bark. 267.	1710-08-24	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Ugyan rút dolgot míveltek ot Berínybe mind bírón s notariuson,  || s nem is mondják oly vétkeket,  || kirül N Gábor is  [[szóllot  vala,  ||]]  de nem describálta,  || azmint volt.  || 
Bark. 268.	1710-08-30	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	Az eperjesi adósság, || kit Pelsőczi  [[kért  vala ]] fel,  || örömest érteném, Szívem,  ||megfizetődöt vala-é || vagy fen van?  || 
Bark. 270.	1710-09-23	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Be  [[parancsolta  vala ]] Urunk vitetni a fiamot,  || de megint elfogyván az orvosságai,  || holnap Munkácsra megyen többért.  || 
Bark. 270.	1710-09-23	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Megvallom, Szívem,  || oly csudálatos változás  [[jöt  vala ]] rám Egerbe,  || hogy ki sem tudnám írni.  || 
Bark. 270.	1710-09-23	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Elég az,  || elmúlt osztán,  ||s Isten jóvoltábul az előbi változásombul, || aki csömör s szelek háborgatása volt,  ||már épen jól  [[kezdettem  vala ]] lenni, || hanem tegnap a nátha, hurut eset rám,  || a hurutja legnehezeb.  || 
Bark. 270.	1710-09-23	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Éppen csaknem kevélységre  [[indultam  vala ]] a táborozással,  || it mely frissen vagyunk,  || fogyatkozásunk sincs,  || Istennek hála.  || 
Bark. 272.	1710-09-26–28	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	Fiam Uram, Kegyelmed parancsolatjára, || úgy látom,  ||örömest szolgálna körülöttem, || de az is valamely nap bejöt,  || ellelte a hideg,  || s nagy hévségbe lévén,  || erőssen meg is  [[ijedtem  vala.  ||]]  
Bark. 273.	1710-09-29	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 {\!lat!P.S.} Az borokrul már  [[tudósítattam  vala ]] Kegyelmedet, Szívem.  || 
Bark. 274.	1710-10-01	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Amoda Szekerest, Radványba Urait épen ma  [[küldöttem  vala ]] el.  || 
Bark. 274.	1710-10-01	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 De már jobban sietetem a szüretet,  || mert edig csak a készületrül  [[disponáltam  vala.  ||]]  
Bark. 276.	1710-10-05	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Pegymetbéllést ezelőt is  [[kerestünk  vala, ]] Édesem,  || de csak egy tenyérnyit sem tudának előadni.  || 
Bark. 276.	1710-10-05	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Meg is  [[írtam  vala ]] Kegyelmednek,  || nem láttam oly szemlátomást használni az orvoságot,  || mint neki.  || 
Bark. 280.	1710-10-20	1710			Barkóczy Krisztina	Károlyi Sándor	nemes	 Épen ma regel  [[indítottam  vala ]] levelemet, Eszlár felé bocsátván helységrül helységre,  || talám még útban is éri ezen hadnagy.  || 
Bark. 313.	1711-01-04	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Felséges Urunkal lévén, én valóba  [[elmerültem  vala ]] a confidentiában,  || mert mástul végére nem mehetvén,  || mindenekrül magátul kellet tudakozódnom,  || s egész szível mutatta magát, nagy magaajánlással.  || 
Bark. 313.	1711-01-04	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Az németek suplicatióját nem azért  [[küldtem  vala ]] Kegyelmednek,  || hogy igazítsa,  || hanem csudálkozzon,  || hogy magok félnek a némettül.  || 
Bark. 313.	1711-01-04	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 némellyik fen  [[kezdte  vala,  ||]]  s én is mind it hagyom.  || 
Bark. 314.	1711-01-05	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	Levelem írása alat a cselédet, || akik akaratoskodni  [[kezdtek  vala,  ||]] mind a félsz megijesztvén, || hogy bevádolom Kegyelmednek,  ||s mind látván, || utánnok nem járok,  ||sírva reménkednének már, || ha elvinném.  || 
Bark. 319.	1711-01-12	1711			Barkóczy Krisztina	Károlyi Sándor	nemes	 Bárcsak Szentiványi jűne meg Ungvárrul,  || mert az jól  [[kezdte  vala ]] magát alkalmaztatni,  || ami kis ideig it volt.  || 
Bosz. 87.		1739	Hódmezővásárhely, 	Csongrád megye				 {\!lat!Pro 3io} || Vallya az Fatens  || hogy mostanyi Esztendővel való !százazságban egykor szép csendes Esső  [[kezdett  vala ]] esni,  || mellyet az Hazban való feküvésében eszre vévén Borsos Janos, az Fiával ki hozatta magát az ház elejben,  || akoron föl vetvén maga szemeit az Fellyegekre, két felé tekéntett az Fatensnek láttára  || s azal mondgya az Fianak  || no gyere bé már?  || 
Bosz. 87.		1739	Hódmezővásárhely, 	Csongrád megye				 melly szókra  [[felelt  vala ]] Borsos Janos eképpen az Fatens praesentiájában:  || Ördög a Lelked?  || 
Bosz. 100.		1755	Hódmezővásárhely, 	Csongrád megye				 {\!lat!Tertia Elisabetha Csabay Andreae condam Galla relicta vidua, in oppido Csongrád commorans annorum 57 adjurata fatetur sequentia:} || A Tanú ennek elötte 4 Esztendővel halottak napján Leányostúl a Templomba ment,  || s Ecsery Anna is akkor  [[ment  vala ]] oda,  || s pörölt a Tanú Leányával  || mondván neki:  ||Nó || ugymond ||meg emlegeted a kéczer fölözést, || 
Bosz. 101.		1756	Hódmezővásárhely, 	Csongrád megye				 Latta azt@ is a Tanú testi szemeivel  ||hogy a Gyevi Fekete Aszszony ugyan akkor || a midön a Gyermek ganejját a Kemenyben fel kötötték  || Husos Jánosné oda menvén a Fekete Aszszonyhoz a Nádfalhoz  || mellyet két felé  [[nyitott  vala ]] az Fekete Aszszony  ||beszelgettek, ||de || mivel a Tanú Zsellér vólt  || ki s bé járt a szobábúl s Pitvarbúl  ||nem vette észre || hogy hivtae oda Husosnét a Fekete Aszszony  || vagj sem  || és ott mit beszélgettek.  || 
Bosz. 114.		1721	Esztergom, 	Esztergom megye				 Item || hogy ezen Fatensnek Leánya edgyczer Táton lévén aratáskor, nagy Idein meg indúlt a Varosra,  || és || akkor@ is mar a Táti Malomnal  [[elő találta  vala ]] ezen Jobbagy Örsit,  || hogy már a városba mentt.  || 
Bosz. 114.		1721	Esztergom, 	Esztergom megye				 Item || vallya ezen Tanu,  ||hogy || midűn tűlek el ment volna lakni Jobbagy Erse,  ||a Méheit  [[ki tette  vala ||]]  amint tavaszra szokás ki tenni,  || és ugy rájzottak,  || valamint derik nyáron,  || holot még akkor nagy hideg és hó is nagy volt  || és a@ kást fellül egeszlen el lepte a méh,  || azután meg ölvén őket,  || annyi miz találkozott a kásban,  || hogy egy erős ember alig emelhette föl,  || 
Bosz. 114.		1721	Esztergom, 	Esztergom megye				 Praeterea || hogy a menyítűl hallotta Jobbagy Örsinek,  || hogy azt  [[monta  vala ]] Napának emlitett Jobbagy Örsinek,  || hogy mig eczer meg ighetnek,  || 
Bosz. 141.		1728	Hajdúnánás, 	Hajdú megye				 Hallotta a Fatens Nyakas Istvan uramtul  || hogy az kallai orvos Aszszony  [[mondotta  vala,  ||]]  hogy ü volna az Hajdu városi boszorkányoknak a Kapitánya.  || 
Bosz. 220.		1738	Surd, 	Somogy megye				 {\!lat!Ad 1mum} || E fatensnek felesége ennek elötte circit. hétt Esztendövel kétt sákott  [[vett  vala ]] Ross Susa Boszorkány Aszszonytul,  || kitt e Fatens drágálott,  || és mondá maga feleségének,  || hogy adgya visza néki sákját,  || 
Bosz. 224.		1750	Segesd, 	Somogy megye				 Az el mult nyárban az Helségbeliek magok közöt porcziot szedvén az Rab Aszonynak@ is házához el mentek rovassakkal,  || hogy essendö porcziojat le tenne,  || de az Rab Aszony szörnyöen mentegette magat,  || hogy le@ nem teheti  || mivel egy penzi sem legyen,  || hanem a Tanut  [[kerte  vala  ||]]  hogy talan le tehetne ellenben  || 
Bosz. 272.		1733		Sopron megye				Uj Esztendő nap után Szent Gergely nap tájban || midőn már a Fia azon többször emletett Aszszonynak esztendejit  [[ki töltötte  vala  ||]] ejel az ágyában ezen Fátenst immette megh forditották, || mellyre fel ölvén néz az ablakra,  || hát szinte akkor mégyen ki egy Aszszony rajta,  || 
Bosz. 328.		1751	Eszlár, 	Szabolcs-Szatmár megye				 {\!lat!5tus testis Michael Bakó Eszlariensis annorum circit. 32 juratus examinatus fatetur} || {\!lat!ad 1um, 2dum nihil ad 3tium} || Egj alkalmatossággal ezen Tanú a pusztában ez előtt cir. 9 esztendővel Zabnak többekkel edgjütt szántván,  ||eppen hajnalkor a Tanyán || az holott vólt 11 vagj 12 ember jelen,  ||ezen Tanunak a Deutralis Horváthné harmad magával meg jelent, || és fel ültetvén e Tanut  || ming hogj  [[fekütt  vala  ||]]  jól meg kinozván úgj  || hogj a füle töve ollj fekete vólt,  || mint a süveg,  || 
Bosz. 332.		1754	Tas, 	Szabolcs-Szatmár megye				 s az után mint egy, egy Hét mulva eczaka valami bé jött a Házába,  || s aszt érzette@ is e Tanu,  || s fektebe e Tanunak  [[neki ment  vala@  ||]]  mint a Veszet Kutya,  || s ugy megh mardosta,  || és marczongatta,  || hogy más nap a Teste ollyan vólt  || mint a kék posztó  || s a kékség e Tanunak a Testen sokáigh tartott  || de nem fajt,  || 
Bosz. 346.		1734	Halas, 	Szolnok megye				 Azal a kenőtsel Nagy fejő Getzi nevü Juhász fejét gyogyitottam,  || minek utánna Tsákvári János  [[meg verte  vala.  ||]]  
Bosz. 346.		1734	Halas, 	Szolnok megye				 Nem ugy van biz a  || nem is öltük meg  || hanem a mint én elébb@ is  [[mondottam  vala  ||]]  és azt Hittel@ is merem docéálni,  || melyrül az ulta nem@ is felejtkeztem,  || mert minden Esztendőben continualtam e felől való emlékezésemet,  || beszélvén mindenek előtt  || a kik e felében előttem tsudálkoztak.  || 
Bosz. 362.		1744	Dunaszentgyörgy, 	Tolna megye				 {\!lat!3tio} || Ugyan ez az Fatens egy Ember Kaponyát hozott elő,  || akit is titkon Faragó Katátul  [[rejtet  vala ]] el.  || 
Bosz. 363.		1759	Tolnanémedi, 	Tolna megye				 {\!lat!Prima fatens honesta mulier Juditha Maracsik providi Martini Gulyás incolae Némethiensis conthoralis annorum cir. 30 sub juramento fassa est ad 1mum:} || Deutrumban meg nevezett Kanásznénak szomszédságában lakván a Tanu,  || majdan a jövő nyáron leszen immár két esztendeje,  || hogy azon Kanásznénak a Zsibái Tanunak konyhájára gyakran bé járultak,  ||mellyeket űzni s hajtani el unván, egykor egy kis fácskát, || mellyel a tüzet  [[szokta  vala ]] piszkálni,  ||föl kapván közibek dobott a zsibáknak, || és közülök egyet agyon is dobott,  || az után puszta veremben vetette;  || 
Bosz. 404.		1756	Ete, 	Veszprém megye				 Ez után azért az Eteiek által Komáromban az Vármegye fogságába bé vitettettem,  || s ott mingyárt a nehéz nyavala föl ütött,  || és az után mind ezen most emlétett nyavala szüntelen gyötrődött,  ||ambár a végett || hogy abbul ki gyógyúlhatnák  ||Tettes V. Ispán Urnak rendeléségül az Vrgye Doctorja hozzám járván mindennap  [[orvosolt  vala, ||]]  de semmi képpen rajtam nem térülhetett.  || 
Bosz. 411.		1732	Nemesnép, 	Zala megye				 az után ismet négy Esztendővel megh fenyegettvén azon Gyermekét az fatensnek,  || és azon@ tul mindgyart nyavala törte,  || s mindt addigh nyomorult  [[volt  vala  ||]]  méghlen azon Vajda Jankonak felesége bizonyos tejet és Szilvát vivén az Gyermek etelre  || azontul megh konnyebbült,  || és semmi ártalma sincsen az ulta;  || 
Bosz. 451.		1755	Sátoraljaújhely, 	Zemplén megye				 {\!lat!Nona testis Helena Kis consors Joannis Faragó annorum cir. 28 adjurata fassa est} || {\!lat!ad 1um} || e Tanúnál lakván Dombiné Luczon,  || most Megyaszón lakó Menyecske és más néma leanyával együt, azon fonásokkal varásokkal  [[szoktak  vala ]] elni,  || es innen vagyon reájok gyanúsága,  || 
JLev. MNy. 53: 262	1577-07-08	1577					céhmester	 Emlekóŭnk reÿa  || !mÿkeben a kegÿelmetók bŭſŭt ÿŭe mÿ reÿank  [[fel gerÿedót  vala,  ||]]  kÿból kegÿelmetók mÿ velŭnk nagÿ, hoŭ es terhes pórt {kedót vala,  ||} kÿ mÿnd mÿnekŭnk es kegÿelmetöknek ſok kólcÿegiben es faratſagaban allot.  || mellÿ !dologÿ a feÿedelóm kegÿelmeból óródeſſel allot le, vgÿ  || hogÿ mÿ fÿzeſſŭnk kegÿelmetóknek f. 350. ent margÿt aon napÿara  || 
JLev. MNy. 53: 262	1577-07-08	1577					céhmester	 E mÿnekŭnk Bÿon Jgón terhes,  || mert ŭgÿ tecÿk  || hogÿ mÿ erre okot nem  [[attŭnk  vala  ||]]  
Kár. 12.	1704-09-03	1704			Károlyi Sándor	Szalai Barkóczi Krisztina	nemes	 Egésségem jó vagyon,  || Istennek hála semmi károm,  || noha az ellenséget jól hegyemben  [[vártam  vala,  ||]]  az mogor{\...} párát s most is jobban hátamon viszem.  || 
Kár. 24.	1704-12-19	1704			Károlyi Sándor	Szalai Barkóczi Krisztina	nemes	 Domahidj László által  [[irtam  vala,  ||]]  hogy az ünnepekre haza megyek,  || de tegnapi napon érkezék az M Fejedelem parancsolatja,  || hogy Bellényes, Jenő és Gyula fele menjek  || és így már Édesem oda kell holnap után indulnom.  || 
Kár. 30.	1704-01-24	1704			Károlyi Sándor	Szalai Barkóczi Krisztina	nemes	 Az szathmári németeket politice nem !zakkal  [[ijesztettem  vala ]] meg,  || erősen kér comitivát tőlem,  || de nem lehetett adnom,  || huzódjak, || vonódjak. || 
Kár. 32.	1705-02-01	1705			Károlyi Sándor	Szalai Barkóczi Krisztina	nemes	 Meglátod ezen delineatiobul,  || ki igen tetszett az Fejedelemnek,  || hova conferentiara  [[mentünk  vala,  ||]]  de igen vissza vannak az dolgok,  || nem egyeznek az emberek,  || mint az előtt.  || 
Kár. 33.	1705-02-10	1705			Károlyi Sándor	Szalai Barkóczi Krisztina	nemes	 Mindenekkel  [[haza jöttenek  vala,  ||]] s tavaly elpusztult helyeket az Udvar parancsolatjábul || (mivel félvén tőlük, az lakosok nem akarták),  ||megcsinálták. || 
Kár. 34.	1705-02-14	1705			Károlyi Sándor	Szalai Barkóczi Krisztina	nemes	 Nekem a Dunán túl való portám,  || ki  [[hátra maradt  vala,  ||]]  szerencsésen megérkezék sok szép nyereséggel.  || 
